,salario
495,56092.038284805196
496,48505.43577318908
497,53599.22964237898
498,45849.755679228256
499,37503.267188188096
500,42419.452803803135
501,42835.021150399036
502,30439.38535512869
503,58614.488407506535
504,36969.93187467971
505,53387.57670122987
506,31734.32246094139
507,50909.5359326041
508,53383.63884125596
509,35473.72020976122
510,63627.80089511954
511,49788.60120119521
512,46132.630527529545
513,27990.754916768215
514,42086.675698422456
515,50437.00908106027
516,47579.54292054786
517,71382.30225399404
518,49639.06081499332
519,31679.290914325422
520,22611.530260545027
521,49707.77822880945
522,33210.83152351903
523,45706.29732609719
524,49899.174905371314
525,44026.39965035436
526,50145.85872299544
527,48648.75659698901
528,31779.797452378516
529,26084.294493851554
530,40894.67394581492
531,39208.90618656796
532,59630.60555927195
533,27379.794221846863
534,43398.23773750466
535,40998.747018751994
536,44352.93338680174
537,70997.43355179849
538,47139.707819067415
539,41047.32084935072
540,36251.15291978064
541,32661.928400881734
542,13511.858847122901
543,38684.59194923518
544,40030.92195754356
545,36550.97711551502
546,48026.0549115981
547,35885.115425251235
548,49236.345980535305
549,40534.85633152605
550,63960.054095812724
551,49402.506131732094
552,60060.987537080524
553,45703.54120547162
554,32207.40379621367
555,36508.70692477072
556,41722.04678450958
557,33628.35917800886
558,52014.082558931084
559,50110.35229231624
560,36901.06468770251
561,60877.632706906574
562,45861.41467204093
563,46448.23193784329
564,54698.3025446311
565,51558.29276994081
566,50742.66762204977
567,38873.53613003518
568,46116.838860453834
569,30258.594094820823
570,35627.43422001248
571,60552.34237032371
572,39076.84619605011
573,53215.890221417125
574,51555.036165801364
575,47867.316499365385
576,42533.46916254471
577,71110.43809386618
578,50982.208892989394
579,52802.11969527767
580,38646.263507324875
581,42173.085195025655
582,46524.01167949691
583,42778.94371175683
584,38156.573654551474
585,50432.28767179581
586,53224.348878771605
587,47355.874743424785
588,34827.6778952016
589,42893.30598602125
590,56007.041040398784
591,45564.52065193391
592,60287.72923540472
593,55162.05812402358
594,35803.23266587831
595,47809.85872825805
596,54043.66959777845
597,37082.233502503266
598,52965.271634192235
599,59242.39544437127
600,47384.01096039342
601,33858.629314588135
602,53255.0510240593
603,43518.63755611543
604,46152.674346258296
605,48582.05785413051
606,46068.330230641965
607,27263.395639553935
608,47136.750481644405
609,59839.209345230964
610,60360.51965433356
611,44647.08539992396
612,44360.85874509576
613,50827.992715538094
614,51046.65834574511
615,36654.40229387827
616,56962.31680004101
617,21999.40356713495
618,57573.11429618226
619,39950.335401851655
620,37926.201935473975
621,24015.796680185358
622,52475.75815913284
623,35693.43162604804
624,53243.334308709884
625,39240.473236566555
626,45465.04514529075
627,41706.145711927806
628,51049.00652660143
629,37304.14626355454
630,42502.44535914221
631,52960.71209975353
632,59810.439113293316
633,36228.315974853256
634,29613.056135928466
635,43664.669004343516
636,35074.851843966244
637,50251.14113135487
638,31672.118149509057
639,42811.460415238216
640,40283.512071451405
641,41117.599388186136
642,71008.46884096526
643,54549.675737467696
644,50780.45899095793
645,29067.702093908832
646,53913.47629425061
647,47440.63858129848
648,40329.141537081894
649,38605.59356432405
650,42094.95116649726
651,40872.61675046374
652,43652.75407001069
653,64582.71659790188
654,52040.25871152349
655,33790.23880491979
656,53436.90578590755
657,24254.817478828016
658,34283.63184471352
659,65949.71300532293
660,43379.28114717796
661,32101.299732611158
662,56129.44371928078
663,29749.133956709284
664,42463.07701194218
665,50423.472621810826
666,50414.96601374939
667,46825.19769918656
668,48315.10110350341
669,35293.98801463692
670,40218.402111548734
671,41046.63106734758
672,43559.38976169059
673,58910.703755160146
674,41225.150184205464
675,38684.5601659014
676,71497.29270600366
677,39815.98718048456
678,54603.88633089707
679,37879.505920535186
680,57518.65026121629
681,39148.924791828074
682,50691.34453574136
683,51628.12375319734
684,47791.2191350059
685,51165.8257014373
686,38479.046698373946
687,33172.48397313522
688,35079.63132139089
689,38192.00135426577
690,38967.822195170476
691,40032.30600874477
692,53616.91022127527
693,49420.535801002974
694,49065.51100490263
695,35358.10648291363
696,30149.019575818624
697,39399.20235152371
698,57235.08100616427
699,54876.30630724348
700,40779.121727224265
701,38608.59768718434
702,43078.782631773254
703,39701.72223796938
704,59860.44587283134
705,49871.88047972832
706,71274.35838832552
707,39368.36290175945
708,54690.40535866464
709,38721.89696066227
710,46664.205179853074
711,53794.91060462082
712,36348.49902977605
713,51143.29130067096
714,31145.089277246232
715,53124.93872339189
716,42678.375938832454
717,51332.112325697075
718,42937.346915521026
719,42721.23835287233
720,61230.07934058493
721,51670.98073130389
722,60935.29534958649
723,48152.606289225616
724,37930.67389650761
725,45772.75795586919
726,49136.095744944134
727,36164.8396648395
728,42360.42993046617
729,47869.70267050253
730,49198.907578846316
731,30276.893123018635
732,45400.908460325874
733,46055.84567504627
734,36020.65843722221
735,70207.89758555831
736,39853.239387788075
737,40425.46349602841
738,44549.67072313293
739,27714.957999469865
740,35482.74017204331
741,45432.69569005447
742,49324.00048712133
743,40300.984659517504
744,60177.74630030899
745,61237.09787550026
746,45742.55939080057
747,48980.86262886104
748,41972.24702053672
749,54623.64210681101
750,28817.34745356158
751,46394.31681283959
752,48299.04069560941
753,38962.83243362511
754,61915.2185247505
755,47743.75359956376
756,47826.69822100397
757,27955.645470567495
758,34196.445119453114
759,48490.748800508736
760,21532.598502912057
761,45333.744389084335
762,36718.75167202025
763,56279.305915454395
764,35969.32543439963
765,22030.84043774777
766,73912.71381390345
767,38663.42395829324
768,37809.6326185754
769,38937.77645236254
770,35359.64329614208
771,42296.562615164185
772,38642.88164815879
773,44017.851460454316
774,43471.50171407166
775,41884.73866751294
776,39384.33800846806
777,47707.849440894744
778,43925.73463416556
779,35735.87711187216
780,20465.31753069515
781,54892.02725912907
782,42721.844142089045
783,48508.73941636148
784,43618.27726492175
785,39315.47802291941
786,32881.48158691425
787,63262.917259070804
788,57847.33432856771
789,50373.80482240835
790,43041.445628387984
791,49207.25978125855
792,25953.82462627895
793,48868.16278970702
794,42123.33076658895
795,40178.483165431615
796,37101.46349265986
797,21901.3863119044
798,46020.106920855615
799,53550.31152995328
800,36774.42896256535
801,39670.22207274932
802,58512.26604617196
803,45204.726987411006
804,56094.53985908848
805,43399.08806528268
806,36381.66118195882
807,48307.24168787959
808,56216.43454275281
809,43286.60445904492
810,46213.43538353054
811,67101.95481128432
812,33671.76008876559
813,42986.847936683735
814,45911.00056559023
815,38139.71983734429
816,60099.65423090799
817,49732.35187109
818,48581.44078843127
819,41461.01081514787
820,57909.654869493315
821,43595.12762920975
822,30916.222407265057
823,66799.73233616592
824,52508.52752703553
825,62648.32897847017
826,50120.3948382513
827,48415.16692692551
828,52252.13879765426
829,46776.91559538188
830,45109.195027505666
831,51552.07868310701
832,34246.95729240498
833,44547.71637984297
834,37634.82158557598
835,32498.631627957686
836,38212.66152948549
837,37270.935838434234
838,48796.40736469945
839,31298.2822281783
840,50439.54404269387
841,39383.2825627608
842,48804.37346304909
843,58926.32436262757
844,48690.93017687492
845,46759.07456971299
846,38743.74616726358
847,30998.899683602936
848,54153.282129831525
849,45873.37687381712
850,61410.96915360734
851,43193.20744004266
852,48418.685442160204
853,44430.441732773215
854,35610.308935244044
855,38971.00787286939
856,42673.20023814822
857,44976.31370682963
858,45440.23552143936
859,56093.55996338544
860,38593.1728710768
861,44024.82055011526
862,60198.3661414495
863,33033.57664385467
864,27163.757084539775
865,60062.25357922676
866,40369.83675284682
867,41902.91313175827
868,60182.71763389605
869,51187.383838447604
870,30178.774253067735
871,59380.792800084644
872,37066.45101128735
873,48872.844046507664
874,44497.749212532064
875,19323.522845762287
876,51104.58950555631
877,39075.70079189162
878,36563.31409103432
879,56382.05137782552
880,60271.88011425027
881,47619.40850485701
882,61916.36337880978
883,26666.38689776066
884,53341.20295314041
885,44754.07816073155
886,36227.81317130035
887,39858.48128048053
888,50637.75414357687
889,74648.339708747
890,50791.81691203679
891,41213.79026999166
892,47981.24756956493
893,44712.726317562774
894,55374.33484374192
895,32313.85400961189
896,40828.34502744286
897,26784.03222626254
898,44759.34805951808
899,57545.372292937696
900,52921.76917642099
901,29273.291154341307
902,43650.48056570612
903,30872.459387556235
904,46668.26364209348
905,50578.74888030752
906,42957.33675231819
907,55827.57888958471
908,35577.442035229935
909,45535.675053688035
910,44663.50641854262
911,35301.605121739856
912,40598.83064263619
913,43604.67563467555
914,35549.33174868731
915,52965.892662841456
916,26169.06000106324
917,33335.94823064749
918,33748.509892928654
919,37695.37225549141
920,41912.99233137279
921,34660.19980227354
922,29746.678315585443
923,43348.37026103357
924,49095.11959320985
925,45193.13973459167
926,48282.12423448937
927,43516.965726438175
928,52975.579214647885
929,40772.72576881564
930,64013.083786491545
931,37995.36978471815
932,42710.36294765922
933,48524.68159105646
934,39752.309755405746
935,50754.19317898905
936,32788.4854389383
937,46030.585519756
938,45705.401093909415
939,50118.264116194485
940,63994.9704174066
941,53360.500943455685
942,44714.14737251355
943,41923.172340055906
944,44118.371347741784
945,53507.658832793415
946,34039.14591554413
947,34764.764205182844
948,31048.86384951861
949,43000.67579999016
950,39888.236306429346
951,31875.999498613663
952,55348.48158965255
953,48823.0493279178
954,59776.379583911614
955,46576.48039909609
956,39221.10427950645
957,34095.55692415298
958,38674.18264709504
959,34462.99331490949
960,47660.53373511709
961,34394.4923711908
962,45925.31254393061
963,24212.725143576543
964,49781.781552439636
965,33356.299894484655
966,52323.04185417689
967,35746.889796780175
968,49972.39509221777
969,45582.02894918017
970,48495.398661478364
971,60184.79101142401
972,30409.819497425848
973,39470.2823980865
974,61778.39163795154
975,46626.578750602865
976,44257.53940249611
977,47752.44549387409
978,41777.26036975188
979,41642.11722178815
980,36159.42559442651
981,47745.65022981724
982,48918.42969989841
983,38285.38940430354
984,35672.11039164109
985,37275.43760826482
986,54900.208768239674
987,53571.92100335796
988,44919.688784681326
989,38098.55548917279
990,42329.734783101616
991,51972.87560631491
992,42528.69143102753
993,39365.60913068055
994,47451.907745641394
995,51415.924116170914
996,35244.29741165392
997,49786.15304909782
998,55889.255546069355
999,52083.822542633374
1000,60690.250296398
1001,46587.73565591222
1002,46330.42613704183
1003,45524.34025289585
1004,40387.80060256007
1005,37666.54213286645
1006,47443.90414761382
1007,37258.74708955165
1008,45312.87048078158
1009,35805.673960953965
1010,39343.53237468866
1011,35068.128409060715
1012,56793.69169914777
1013,40235.31061661851
1014,48665.42084476372
1015,20557.504543815085
1016,52909.733144620826
1017,38558.48817407283
1018,47640.46797935184
1019,46652.32929479571
1020,34620.13723724407
1021,41782.24705162833
1022,71853.85786283645
1023,44850.02486433141
1024,35522.01954412724
1025,46204.671629461795
1026,38014.6257784941
1027,52271.90186786988
1028,51474.252623333006
1029,36293.73735561182
1030,49893.688218230054
1031,35353.00326937242
1032,36913.63681658821
1033,52453.74960630861
1034,49833.93308525224
1035,57207.42751503349
1036,42656.64269615159
1037,69468.55544761667
1038,55875.244160805436
1039,36702.770432083016
1040,53458.77098489753
1041,48307.92339431635
1042,34779.608442466706
1043,56171.75999550838
1044,45615.89097327936
1045,53263.903764756586
1046,20235.04304603881
1047,39569.42676319441
1048,47633.298175369884
1049,34251.89920486118
1050,54347.24757696964
1051,30491.864988691796
1052,47761.93888008338
1053,53085.3501546293
1054,49310.08752308502
1055,63051.450162139336
1056,53662.39730126521
1057,46913.460908058594
1058,49078.27705160287
1059,39019.03492677086
1060,39801.67946970583
1061,69202.78473888763
1062,41825.57310585296
1063,47663.86443323999
1064,51412.473392864726
1065,43567.631480470016
1066,38901.39477795696
1067,38372.929476082085
1068,33289.7706671658
1069,45776.24561388024
1070,46038.85479565071
1071,27141.38466797687
1072,65175.34525758537
1073,39414.03773432873
1074,24387.93094162274
1075,71343.65773291772
1076,61153.17311836977
1077,49065.15857567301
1078,34425.889313640146
1079,54872.567810794004
1080,51485.36196137013
1081,46249.80632391944
1082,51527.15480264108
1083,24903.629813572796
1084,38736.698559261575
1085,53940.749499706995
1086,39854.90544428624
1087,46925.537557405
1088,42900.9726742013
1089,38640.94932470187
1090,46614.51127622512
1091,33002.72754200414
1092,41184.624239746976
1093,66842.63055794811
1094,39569.834069109704
1095,48960.12307137622
1096,37556.81805024545
1097,51202.01907961401
1098,51912.3563540631
1099,52082.333037693556
1100,29578.041151139543
1101,62324.896292264384
1102,63320.74368893943
1103,41273.11662066702
1104,38167.468895578786
1105,64047.137272566935
1106,49704.80844490169
1107,35098.79332419014
1108,25311.503833661547
1109,57378.82724551484
1110,51721.383111448005
1111,65853.13016094649
1112,37753.292748663705
1113,44064.805907679525
1114,46729.6267802408
1115,40733.986745649294
1116,22351.95466425638
1117,46930.339771189436
1118,33301.53378112808
1119,30256.18275072547
1120,39774.1533175092
1121,45991.472457008276
1122,42978.93916614801
1123,45484.83782090249
1124,55173.99644126344
1125,56243.93518384874
1126,56942.23599584493
1127,35623.336442239066
1128,40201.1225450019
1129,50704.08944490559
1130,60392.88858776632
1131,49028.73850626842
1132,38926.588305187186
1133,24461.08241671159
1134,20907.676398647058
1135,28800.626276578383
1136,34791.614608098855
1137,45513.68521213965
1138,67798.78072425074
1139,41069.959245005106
1140,45864.23023124139
1141,49518.98500444452
1142,50477.733390056215
1143,39326.39903876063
1144,33000.09353468202
1145,61300.21733593787
1146,70557.8912624733
1147,20672.574147975512
1148,28385.369107471626
1149,65883.16468729296
1150,61698.16494707424
1151,43048.555889989366
1152,38471.596799372805
1153,56146.55452265663
1154,31295.36763382612
1155,54724.44258257059
1156,38693.87619466792
1157,39586.72336151563
1158,45815.95112625598
1159,53966.12779170474
1160,55927.49690728659
1161,48604.68781115762
1162,56924.50163580545
1163,54296.890266083865
1164,67836.06811349276
1165,39956.82262265722
1166,39862.80799481853
1167,27458.673808300635
1168,67977.50895776914
1169,34898.7074667862
1170,41846.44994152941
1171,49485.44538685349
1172,45613.87680738536
1173,23740.766929206577
1174,70206.81308816036
1175,47862.98346676042
1176,34510.78531042
1177,26988.093845552736
1178,27638.780553178916
1179,39395.54001573415
1180,49992.28806660811
1181,45652.117855861696
1182,29883.19042547496
1183,48198.96889026635
1184,46491.396913435514
1185,57225.1361537868
1186,30854.086790679707
1187,51802.61329874804
1188,34669.30610048562
1189,48632.864077509774
1190,33662.05802217425
1191,47656.76995853654
1192,48829.34625909352
1193,49676.01071909811
1194,39132.48349323358
1195,45301.46499778843
1196,43324.12244585069
1197,66508.94914249072
1198,53707.963330594896
1199,46739.21615403151
1200,56892.89613534043
1201,28241.436165714284
1202,55342.521074612036
1203,33647.02623033385
1204,39319.877278366504
1205,43513.768503641244
1206,51286.92204469334
1207,39528.950811906856
1208,24890.1294341537
1209,45648.06551953697
1210,32039.001359878494
1211,43738.826960187755
1212,43693.72473633505
1213,58007.215434633734
1214,55896.68911103599
1215,40562.9598091019
1216,52742.067812037785
1217,29289.087169993843
1218,42391.652401815525
1219,33145.649618262374
1220,45446.04251514977
1221,39942.92838608368
1222,38708.76420271056
1223,48946.22582021857
1224,51179.54646565923
1225,38742.804588884144
1226,56899.81610584597
1227,37517.34823444922
1228,59619.824704292616
1229,49830.690139734914
1230,54561.47015671396
1231,41367.301391590234
1232,50050.46325070002
1233,49420.58236795343
1234,31410.543660758183
1235,46742.45705215352
1236,45684.108524288225
1237,46236.44125993426
1238,41729.4194955455
1239,54083.78672534327
1240,57175.774273666466
1241,52505.01768776013
1242,45143.139617878696
1243,59754.73878873158
1244,62690.307810228966
1245,52671.57038547887
1246,48959.455649917
1247,50261.18512302765
1248,51814.0363406668
1249,34108.5295112441
1250,48539.48608447701
1251,35482.36766912968
1252,69111.15333126509
1253,48615.424541111344
1254,48792.1841024846
1255,33522.452018101554
1256,36060.811346695555
1257,46192.6758924008
1258,53750.37545901087
1259,38834.19977551818
1260,39857.47183391821
1261,43197.17169439797
1262,46514.709558617586
1263,54565.57315185234
1264,48408.788475481895
1265,31741.099606361895
1266,22503.760380979857
1267,43452.173861067466
1268,56593.172249479074
1269,48964.73426449913
1270,51824.31762758744
1271,48246.20770314447
1272,74565.31005668572
1273,49131.71912649341
1274,59338.036369239795
1275,37098.26672168924
1276,19548.049812510097
1277,66641.03004529192
1278,42305.915018209744
1279,44539.16283899728
1280,38216.42053245701
1281,39088.32818913208
1282,57295.37489815538
1283,40519.047554240264
1284,42367.359422833615
1285,34555.225753366314
1286,52470.60393728641
1287,37083.85735388735
1288,64108.26711710525
1289,44393.1513873944
1290,65961.62816908373
1291,41849.13167974562
1292,62513.22456156836
1293,31744.032975489306
1294,34437.42456488133
1295,45021.386467031145
1296,34563.548176995835
1297,50685.28930002597
1298,54221.114173464484
1299,51446.08794116988
1300,42694.458347657666
1301,30534.644904524466
1302,38138.95238432474
1303,56295.12913802637
1304,52528.47588519742
1305,41043.644057142534
1306,42299.980598773334
1307,46127.808672991014
1308,51934.57997704437
1309,59802.987721368925
1310,42364.86594404032
1311,54491.251197871665
1312,47394.933838670346
1313,35851.98126768949
1314,52054.73518902226
1315,48549.44437149404
1316,59805.700876524555
1317,29422.650417853307
1318,44758.78205521334
1319,43013.36891000502
1320,32504.297809655407
1321,54090.31451691489
1322,59619.88096916393
1323,41241.2461377411
1324,59316.02171549291
1325,40276.768664560004
1326,46259.39346587739
1327,31286.21295622778
1328,54690.694790348636
1329,60127.980437493505
1330,42532.75866728735
1331,33643.399098312264
1332,32497.208870596172
1333,40389.45777104666
1334,34379.3103863172
1335,38215.81548330128
1336,53518.12251618918
1337,60000.21917352539
1338,41058.13672154103
1339,36140.92587132706
1340,33670.62437497664
1341,47981.84287349549
1342,55621.33021839517
1343,55652.64403205796
1344,36539.92918563704
1345,34906.32059268758
1346,64597.25399851486
1347,25465.197922715714
1348,41790.98782496796
1349,50908.96509962712
1350,25989.89788418893
1351,38758.56343180391
1352,41436.04440383532
1353,39907.08723295665
1354,62654.06578215419
1355,49668.09183469917
1356,43771.90866347474
1357,36475.23728727101
1358,61072.87342566786
1359,43713.729596885576
1360,26434.154554906574
1361,54304.38791443644
1362,36035.26526178403
