longitude,latitude,NBA,district_id
-117.26,33.81,False,00a2a81f-df73-4680-9910-6427b261e7b6
-118.58,34.12,False,00a68b78-718c-4eef-99dc-f7b7062970e0
-122.44,37.8,False,00a6c17d-0a48-4619-9856-061691c3ef82
-118.47,34.02,False,00a74964-646f-440a-94da-f78073047c98
-118.2,33.77,True,00a7802d-a72e-4609-9f6e-437b33ef232b
-122.08,37.63,False,00a9220c-1bf5-45e5-8110-b9dbd4295136
-122.23,37.76,False,00a9300c-94a3-40ad-a392-e7addefa464f
-122.0,37.39,False,00aa3c9f-109a-4267-a1ca-46adf328fad6
-118.35,33.99,False,00acb619-4169-4414-bb51-6a0f305934af
-117.9,34.53,True,00ae83ca-c96f-413d-8f8b-966492426360
-121.86,37.4,False,00af6245-1fe5-481b-bd7e-81e9ad18fcfb
-119.85,36.75,True,00b05c6b-94e3-4f20-86ac-35cc9c8b517b
-117.23,33.24,False,00b4223d-40c6-49b3-902b-caf2220c712e
-115.57,32.79,True,00b8af81-ba20-4167-8b12-1493045f40a6
-122.79,38.5,False,00ba0bfd-f971-4291-883c-1069f7b23108
-118.51,33.98,False,00bbd86e-59ad-473c-8501-3a859be01fac
-118.16,33.79,False,00bc3a1f-e542-4380-9290-fcb33b59a6fc
-121.48,38.58,True,00bf29b5-46ff-4f5b-b9e5-78bb1c9723c3
-118.15,33.92,False,00c60684-c7e8-44cd-842b-0c9aa01c9170
-122.05,37.36,False,00c8314f-dbc8-48bb-a9b9-2263faf32674
-117.05,34.02,True,00ca5ebd-2fda-4abd-a2ac-b43f93472512
-118.0,33.82,False,00caa67a-4aab-4157-96e2-d80b772cf34b
-118.28,33.99,True,00cafae7-94b0-4ef5-903e-73ccac3094be
-118.6,34.19,False,00cb6e5e-15d8-4723-afd8-b5742fee3852
-121.98,37.27,False,00d29cdc-4b7e-4557-b886-60141b2de81c
-117.34,34.46,False,00d5e70a-8e57-4957-9b8d-cf0bf7a475cc
-120.71,35.5,False,00d66ab2-d761-4831-bc64-bc7776061ea0
-119.2,34.25,False,00d6897d-3097-4860-b42b-8168aef196b5
-118.25,33.89,True,00d74864-158c-46c2-9ff4-dc5ad6a7454d
-115.52,32.67,True,00d9de57-fc10-4106-952f-0ffc54e0532b
-117.65,34.14,True,00dac735-6300-4670-a3ee-070d8ccccd76
-118.18,33.87,True,00dcff4a-844c-4ecd-b46b-3a2d299b0cb9
-117.25,33.36,False,00e28e47-5ef6-4b0c-8318-8ca1237af5ac
-118.01,33.85,False,00f2014b-4fcf-4c5a-9883-1cedc42547f1
-117.19,32.77,False,00f96dda-0ab0-4bf4-9b69-b5ae7e46df47
-118.14,34.65,False,00fad966-af25-4050-aec3-1acf43f4bba7
-121.57,39.74,False,01053c03-9c9d-494b-b92d-d459a4cdcc72
-122.4,37.8,True,0109193e-5942-461a-8a48-5233eb9e8936
-121.94,37.27,False,010be6e9-2b55-47fe-a453-8ea7fba7b02f
-120.76,38.76,True,010dbc0b-2b17-4240-b6df-e9a2d5e63a49
-118.28,34.05,True,010f6234-d41d-4539-a927-33d776d8d553
-117.98,34.03,True,01110aef-4ed9-4368-8229-556dd5b2624b
-120.88,38.45,True,0115dd4f-18db-4b69-a617-d776f239d76f
-121.84,37.18,False,0124a0dd-df01-4e22-a22f-fafd225f0d50
-121.34,38.02,True,0124ba9e-e3be-4217-99e9-e2c17d23999b
-122.02,37.6,True,012aedfc-96fa-456c-94da-07cb28b93675
-121.24,36.34,False,012e7815-82f0-477f-9f58-18abc456b4c8
-118.28,34.03,True,0130ce6d-2a6b-413d-bbc9-6769ded50b6a
-118.04,34.07,True,013ac088-bc78-4452-92c6-de294e360e55
-118.9,34.41,False,013e5df7-ce0c-4385-9b03-0f61c4abf9ff
-124.1,41.04,True,014110e1-f0e3-428f-81d1-2d11c6ba46b9
-117.61,34.09,True,0145672e-81b5-487b-8103-547b017e43e0
-121.91,36.6,True,01470b6f-6ad4-4334-b85e-9cfe3da4629d
-122.2,38.04,False,014b7792-823f-473a-aa61-d1d0148c8ddb
-119.86,36.78,True,014c5710-f2e2-4980-9fd8-c43b9bee97f6
-117.09,32.68,True,015150b1-13fb-4962-87a1-4d4a3e1b453e
-117.91,33.69,False,01534573-be79-4772-925f-3b16067237a1
-121.55,39.48,True,01541be7-2fff-4f8e-acb9-ff034136b5fc
-117.11,32.59,True,01543405-c512-4821-80d0-0dde28737876
-121.72,38.0,True,01554483-463f-401b-a691-572f3c7a6c5c
-122.0,38.23,False,01578483-5337-4f0f-b74b-bc0b761fa42e
-121.85,36.59,False,015915b3-af02-4f2a-9b3a-2024fa27ae15
-122.07,37.36,False,015d52c9-9bc3-41b5-ad9b-2b4c1b7c0eb2
-117.26,34.48,True,0160801e-f18d-4131-b5a8-7a000ff394dc
-121.6,36.81,False,0162505d-3736-4bef-8160-a69af964bdcc
-120.48,41.82,True,0167d1fa-f6c8-4324-b389-3e2dc70283f8
-121.99,38.26,False,01726678-3dca-4078-bcb9-c2ef0df8133b
-118.5,34.02,False,017635aa-9236-4de7-bbdc-146b9941c57b
-119.8,36.82,True,017976c6-e573-490e-8ec9-63a76c36b2b2
-118.34,33.98,False,017acd0d-2afd-4724-8341-85b0cc15ded1
-118.39,33.96,True,017ae297-d5ce-4082-b5f8-cd7a528cf51f
-120.98,37.64,False,017b28ba-5ce9-42f5-af05-d0206b0a799e
-122.13,38.01,True,017db0eb-3952-4df5-ba58-7bc962d70870
-117.75,33.61,False,017e00ad-0fc9-4f8c-ba8a-ac43e1af7d6c
-118.15,33.97,True,01831df6-3ffa-4044-8abc-d168704cc3ef
-122.62,38.24,False,018341e0-f92f-4796-b327-a6abe7514179
-118.19,33.91,True,0184da3a-dae7-4156-8dff-1bdb49573567
-118.38,34.07,False,01858ded-6ee2-460b-8db2-45d318dbc687
-120.07,36.74,True,0186e154-41f9-4f36-bde3-58a5ce903333
-117.67,33.46,False,0194ebc5-9a2e-4558-89e5-2bef6079a45d
-122.01,37.58,False,01956d3c-f48e-4588-b8ca-cb4fcb61845a
-121.93,36.63,True,019affa5-8d5e-4e49-98b6-340818c940ae
-122.49,37.78,True,01a07f28-2097-44e7-a743-7cfeead1e85f
-117.29,34.1,True,01a24c11-aa17-47c2-9a40-c26500661bfb
-117.32,34.08,True,01a76199-9b84-4512-9e81-87186e3e335e
-117.3,32.85,False,01aa1582-a364-4fbd-b77b-7b5c8ddc2395
-121.31,38.58,True,01adcda3-74c4-4d35-9028-dca8ca7dd504
-117.64,34.07,True,01b19efa-da59-4c53-8423-264db437a039
-121.94,38.37,True,01b6713b-fbd9-4301-a44d-60752d852fd4
-118.13,33.76,False,01b6b2ce-5a3d-4ee4-9c5e-17c3a22c15a1
-118.36,34.07,True,01bb770d-4727-45d5-9e34-e5bf2d843b21
-118.32,33.82,True,01c0b2fc-4d7f-40fc-ad25-8c37518f60ae
-117.31,34.05,True,01cd58c2-8246-4f09-8ccb-4227ff3a8e7b
-118.51,34.23,False,01cd8898-ea96-4cfe-a79e-2b04cd169295
-122.29,38.19,True,01d00f5d-7f9b-48b9-af5b-4501e9c0f9c4
-122.26,37.82,False,01e20258-31ac-4d08-954a-5bbe2d2e09ba
-117.99,33.88,False,01e4a6b2-b849-4505-b32b-bbc10cad0a3b
-121.95,37.25,False,01e4e47c-2bf0-4d44-87ab-c838de310aa9
-117.86,34.01,False,01e5c3bf-6740-4cf7-84e3-7cb3f2a5d3d5
-118.31,34.05,False,01e81d34-761e-4007-b76f-68fe0bb5f5f2
-117.25,33.0,False,01e821ff-ffc3-46a9-8f27-38b41290dec9
-117.2,33.15,False,01ea60d0-46f0-422f-81f8-f41399af6939
-119.69,36.25,True,01eb096a-51a8-489f-b47f-73ec95456166
-117.83,33.83,False,01f72246-66d6-41a7-bd1c-8a610c5d59e8
-118.11,33.9,False,01f86764-e9fd-4eb0-8311-87e53d56bbf0
-118.53,34.27,True,02059bfc-e79a-4ff6-a46e-c494cf59962f
-121.84,37.37,True,0207d10a-a2f9-4faa-ad96-5495094cbb31
-118.08,33.82,True,020868a2-65f3-41a5-bda0-2a21b5088182
-117.99,33.82,False,0209f29d-323a-415c-8787-9f4222eb783e
-122.71,38.37,False,020c85f1-f00d-4e9b-9149-025ce722d7da
-122.17,37.74,False,020feee0-dce6-4dfb-b6e3-5f9422f1bb27
-118.36,33.8,False,02140c55-bee8-47f6-83a9-3094d4641960
-117.33,33.17,False,021915f8-3817-4a9c-8158-ea4cdce126fa
-117.93,34.01,True,0221d558-abfe-4503-a83c-6e61981f75ad
-122.04,37.9,False,0222c64e-8154-44db-855f-e9938ee92e54
-118.56,34.19,False,022654da-6cdf-49fe-8f2b-5ea18bf35bb8
-117.02,32.7,False,022aad48-ebfe-47fb-b2f3-6444388daad6
-121.13,38.87,False,022bf7ec-3664-4485-929b-487ab00bdc5a
-117.8,33.9,False,022e83ef-1ad0-4a84-8419-9e071ee3d4e1
-117.05,32.74,False,02301b75-466e-4263-8aaa-165d54cc89b8
-122.32,37.97,True,02314a75-16ab-48e0-8104-4e8dc5207eda
-118.14,33.9,False,0232d2cf-f93f-4632-8c30-ba6d12c745b2
-118.17,34.12,True,0232fdd7-66dc-4c97-a7bf-57263a7e7b61
-119.71,34.43,False,02346895-1a64-4765-948b-ad54f119bd2c
-121.89,37.38,False,02407915-69e8-4c26-9dbc-eac28b779271
-122.42,37.93,False,0244542d-d4f0-4218-873b-e77ccee7aa28
-119.55,34.38,False,024a5c57-9c90-4944-a56e-d082fc1be6ee
-120.46,38.15,True,025564f3-37d6-4417-af67-ddfb62a4785f
-118.31,33.9,False,025b8791-634c-41f8-b5c2-afb306249f02
-121.29,37.96,True,02609aaf-25f2-4806-ab5e-afdae70ba677
-122.33,38.39,False,02637213-4180-490f-815f-e2b4539be911
-122.01,37.54,False,0265ee3b-afb7-46de-b733-bc043bb95088
-119.35,36.32,True,026757ad-938c-4de2-bae4-63cd1d2dd1de
-117.2,33.72,True,026caba9-5400-4563-82b3-5afe0ee6e3bb
-122.02,37.35,True,02722f58-e428-412b-8ebd-052aaf1ba2f5
-118.2,33.9,False,02784285-46d7-4354-b162-b10369d2cdd4
-121.64,39.28,True,027961ab-4de6-4095-a8c1-c77e8896d2ed
-121.46,38.64,True,027a4ac2-0672-4a20-9d55-31b6fdb458dd
-122.27,37.87,False,027b7503-c4cb-4e8f-8ff1-1f0eb3f8ec9b
-117.71,34.05,True,027cd3bd-c1d0-4066-a52e-2f9cb4b6f054
-117.92,34.03,True,027d43bd-ba2f-4669-aa6c-ded1873caeb6
-117.53,33.88,True,0295c9fc-4ff6-4f5c-b35a-07db06feaaf9
-118.25,34.23,False,0295ca63-38ec-47cb-8af3-6efa8a0cec71
-118.15,34.1,False,02a3cdc7-bab6-4b53-b488-2e49fa25d457
-118.08,33.76,True,02ae51df-89a7-467b-a1ec-36322ae9510c
-116.37,33.69,True,02b0f596-fad2-458e-98e8-68b40994eb2c
-122.23,37.46,False,02ba7453-381c-428a-aa1f-476845b0ebc7
-119.52,34.4,False,02c8d1cd-f46f-46a7-a877-7ff363931358
-116.95,32.74,True,02ca2904-cef3-45fb-afe8-df1642b729bd
-118.23,34.15,False,02d2cfde-108f-4706-b494-6bf4b7f3e82b
-117.25,32.79,False,02d70c89-2a71-4978-9ad4-846da896b8d0
-117.9,34.07,True,02d7b074-cee8-499f-be84-3dcb7afc0b5b
-122.42,37.74,False,02db28b1-ee97-47fb-b3c1-48a309194d8b
-122.58,38.46,False,02db8ff3-fde4-49ed-ab95-0d3a00a97bd1
-117.82,34.12,False,02e25e3c-5f28-4d99-ac98-1a530edf90ba
-122.36,37.56,False,02e31cb4-c155-4845-9f59-f283481d7b42
-117.25,33.39,True,02e8632c-9ee3-4b11-a2eb-6dfe29503f18
-122.38,37.59,True,02e8b3d2-4067-4e2f-942d-775f077e0d27
-117.17,32.75,False,02e98428-daa8-46e8-8aff-c1f2705dac38
-119.33,36.3,True,02eb6496-81e0-4032-9218-e797dfc413d2
-118.29,33.71,True,02ed3ddc-7527-484a-beb3-d3f3c3e053dd
-118.09,33.82,False,02efe6bc-ada0-47e4-badf-881f7100bed7
-119.55,37.75,True,02f0bc07-4a7f-47dc-ad6d-6c5b52527f2c
-118.37,34.08,True,02f49dbf-4659-4d2f-a8ef-d67d9dfdc610
-118.36,34.08,False,02f75e85-67fb-4707-aaac-ae21d08302b6
-118.26,34.08,True,02fa45a2-8b85-426b-8a01-b84c0493cd53
-118.08,33.93,True,02fbc737-e035-4a96-acb7-d2d34bd5abee
-118.12,33.82,False,0307819d-719e-47c9-9ac7-83db0c8c7a72
-118.54,34.18,False,03083b27-7fce-48a0-9ba5-b264178936e8
-120.62,35.13,False,030b6000-e783-4df4-8109-2c70ba32bc7e
-117.53,33.97,True,030cc9cc-2af5-4c42-b269-3104c0ac707b
-122.31,37.56,False,030d3baf-e841-43ca-9ff1-bffdf9e11540
-119.04,36.09,True,030f7c1d-c606-422c-a368-c41f3be29833
-118.08,33.84,False,031128ab-bb02-40ba-a04e-0e916218a86f
-121.94,38.38,True,0311bee5-55dd-4cfb-82f0-57cb6defe902
-121.39,38.64,True,0313aa01-003b-4f7c-83df-20d35cdc6520
-117.14,32.71,True,031401b7-ac7a-4011-9ed7-8efe5610cd2d
-117.0,32.85,True,03148fcc-26ed-4518-8581-9fa912e49730
-122.0,37.34,True,0316be2f-7b74-483a-94ba-41dd02574706
-118.15,34.71,True,031ac9ef-d569-4966-a0c7-4b3da6080335
-118.17,34.03,True,031b1159-99e5-4dbe-8f34-258cc18f9e3d
-118.38,33.96,False,03221c24-ffb4-47fb-a958-eda7d9d32553
-122.15,37.7,True,03222cdf-494f-473b-a2e0-cde1383c8bbb
-118.42,33.92,True,032384ec-63c1-43b1-92fb-6e081058f0aa
-118.36,34.22,True,0325dbaf-c265-4933-8e0c-e56e975c367e
-118.01,34.11,False,0327962b-8e58-4fae-864a-83b0da31b2ec
-118.32,34.2,True,0328b9e9-8147-4d99-9811-6aacf56cd7cc
-122.42,37.74,False,0328e05e-8d70-4fb7-8e68-c57fa9adf6a8
-121.35,38.02,True,0329a147-0f01-4051-9f38-d7641b8af2f8
-117.37,34.59,True,032b21bc-13de-4b53-9748-ccd2b0a96374
-118.42,34.12,False,032c62bc-477f-4684-b8f2-321491db4036
-117.71,33.6,True,032d6cd0-fc1e-4167-9265-49c40e3016ea
-121.3,37.95,True,0333ffda-f8c5-4236-adf3-fe80a80a6314
-119.71,34.42,False,033b8321-dfec-4497-9d5d-5a68537c9bf2
-118.47,33.99,False,033e79b8-0adb-4dcd-b65d-b4331eb455f7
-122.17,37.76,True,03404eeb-51dc-4803-9203-0b19ed7c927e
-121.85,39.74,True,0347200f-48db-494d-8513-180f0d0f89c6
-118.29,34.11,False,0347dc5e-c242-4ec5-b97d-f7d6134a1c40
-118.29,34.04,False,03486627-81d0-48a0-914a-25503ae9cfe8
-121.93,37.78,False,03493f94-1ae3-4d30-ab35-91c168586e2d
-121.42,38.49,True,034a967d-a709-4f24-a15e-faa28c63fe8d
-117.1,32.68,True,03520b5d-e830-4b1f-b145-abbc51a7ac8a
-121.94,37.33,False,035284a8-7ae6-4063-9bb8-ddf4f86c8e4b
-117.05,32.71,True,03528f6e-f992-4c93-adb0-99567bf74b25
-117.05,32.63,True,035a1469-edc3-4e4e-a03d-cf0058eeecc3
-117.89,33.77,False,035d73a4-24b7-454e-bfa0-edbeec88eb38
-122.19,37.79,False,0365ddfb-91ac-49dd-8df7-796cafaec36c
-122.8,38.18,False,03691588-7770-41ba-ae56-237e9730697c
-119.61,36.33,True,0376673c-8d90-4658-97ec-e4cf97e59d95
-121.27,38.05,True,037e810a-5746-4285-8a55-54e2d94eb589
-118.61,35.08,True,038297e8-6788-4f77-b67c-2f5e6867b8dc
-118.05,33.9,True,038da6ce-2917-4ab8-bdfe-0d6366ab355c
-119.85,36.97,True,038dd0bb-2a31-4c77-880f-a3ef2be5500c
-118.53,34.25,True,038e7bf0-c416-4ee4-9110-cb8df65128b7
-122.42,37.76,False,038f679e-04f2-46bf-8de9-ebaff1b27f18
-122.02,38.25,False,039053e3-1ebe-4379-ab22-2c7dab1f5768
-121.23,37.95,True,039121f8-d38d-4be1-a002-be2dbffafe74
-118.35,34.18,False,0397fa66-168e-4455-8b2d-345b38d4f3cd
-122.39,37.59,False,039d52fd-897f-49a6-b130-c41d4e56a0eb
-122.0,38.36,False,039dd235-d318-4e4b-b7fe-8eaa39d32e84
-117.95,35.13,True,03a3baac-5fbc-4df2-84b8-9af3092c8de7
-118.43,34.29,True,03b5086c-8d81-4765-97a8-bd1066f30800
-116.98,33.77,True,03b87b35-7d0f-416f-82ff-0e5977ca16b2
-120.48,37.34,True,03baec00-48ce-4f47-a252-edd7fd63c8b3
-122.31,37.56,True,03c07a6e-9018-4bd0-aea8-4e59f3262f1a
-117.06,32.71,True,03c53a2f-2374-466d-b7ec-0064348f39d2
-117.98,33.7,True,03c61f74-052c-4d95-b54e-1dbee8f7ee0a
-116.95,33.79,True,03c742a0-4ad5-42ee-912f-f72ae8542e73
-118.22,33.98,False,03c9f2d0-f92e-4c6f-b89b-e9b3ba72850b
-117.27,32.85,False,03ca68fc-4bb1-4c4b-bd5d-253175f29609
-122.23,38.1,True,03d07e5b-d05d-4a19-a079-634c65db1c4b
-122.67,38.44,True,03d1f610-c5a8-4942-88f8-9af96815538d
-117.11,32.58,True,03d2b397-f3a4-48dc-95aa-70ccbdc74d82
-118.17,33.85,False,03d371db-00a1-45b9-81dc-c7fec10c734c
-118.66,34.02,False,03d4f4ce-7eb1-4335-bed4-4a662ddfa2c3
-118.12,34.19,False,03e0583c-1aeb-4113-aefd-3c11d73d33b2
-121.91,36.97,False,03e30b43-a67e-42f1-adc6-87773dfb07bc
-118.45,34.22,False,03e3e0dd-6c86-495b-a78c-19f87f70c62a
-118.21,34.05,False,03e4618f-4a11-49e4-a734-391665dc11e7
-117.11,32.67,True,03e7be9f-4ff6-44cc-8163-acbcb7094181
-119.73,36.56,True,03ea99cc-a610-4a96-b738-f2bb2ebc701c
-119.12,36.05,True,03ef2e07-4d9a-45dc-a963-ee932a75a5c5
-118.12,33.96,False,03f0c7f4-784d-4336-bb0e-b068e542d554
-118.04,34.12,False,03f8d642-b09d-47a5-ad82-3140e7337401
-120.08,34.59,True,03f937b9-7580-483d-8d31-8503a639a298
-118.08,33.99,True,03f98ad2-5ef4-495c-b713-3d9167e527d0
-118.11,33.87,False,03ffd2be-5703-4b60-9323-a65d539ac8b8
-120.95,37.59,True,0400a827-0922-44d9-952a-21d6f54719b2
-117.81,33.64,False,0405cdd2-2197-4d2b-87f9-8a7b4d9c7d98
-122.73,38.46,True,04061b67-05db-4736-9996-d74ccd2f0d43
-117.86,33.72,True,0409a356-92e4-48e1-9f32-001098f56b0e
-122.48,38.32,False,040ba0b1-9070-4046-a2f1-5dbbf267fb8e
-117.91,33.91,False,041136a1-e9c5-4c38-a870-e7adc8f5e676
-121.03,37.66,True,04175a37-72a5-40b3-b3e8-97bc60fd65ee
-122.03,38.26,True,041876de-72e8-4ee5-a9e7-bd935e25e9a5
-121.88,36.59,False,0419512f-d537-4d14-ad6d-7640439d0df6
-122.25,38.1,True,041bf443-e1e0-4006-962f-d0b2b06a4d2f
-118.34,34.02,True,0422f449-c3e4-42ed-b447-d95ba725356a
-122.47,37.77,True,04243f7f-7042-4276-bde7-6c074f2d52b6
-118.59,34.23,False,04257e50-1abf-47ce-bd9d-11c6eaa354f1
-117.09,32.64,False,04269a05-af5b-4956-98fa-8999b738a1e6
-118.13,33.82,False,0426f27d-8e6f-432b-bd9f-3a3ff2dc680b
-117.04,32.6,False,04292536-ce63-491d-b09b-50bd451baf1b
-122.65,38.4,True,042b8a07-e508-4309-89e9-0241dd24ca56
-122.24,40.45,True,042d1287-7804-4e96-85eb-c84d580b772e
-115.57,32.84,True,042dc79f-f21e-4857-93ac-502dec2128c9
-121.29,38.07,False,0431b26e-ad6b-4d7f-a0d9-c5a6be425016
-118.35,34.18,False,0435e228-5e91-4583-a445-f606e805da1d
-117.96,33.83,False,043da9d2-1e3a-417e-a63e-8de165268c29
-121.39,38.59,True,043ed018-cc91-4061-8c7a-f6da799bb37e
-119.16,34.12,False,043efccd-7a52-49e0-8e30-0e91083ced0e
-121.27,37.93,True,04444875-c245-4e8a-971f-2074cf168f9e
-119.63,34.4,False,0449b9be-294c-4ee5-98ad-6005ac299236
-119.18,36.4,False,044e27f8-9189-402b-ba35-a10f26ac81de
-122.29,37.88,False,044e9bd0-9f22-4fac-96c5-2b05311185ec
-117.99,33.78,False,044eb116-f66a-47d3-a13a-cb22d0110cb1
-118.27,33.99,True,044f2b22-4294-41c3-be08-127e78f1e9fe
-124.06,41.13,True,04535c31-78a5-4b27-8f09-2d61a72f1026
-117.03,33.0,True,0453d105-4812-4e71-bc57-583ccebafa7f
-121.41,38.56,False,04554aec-3772-40ef-9b6a-31030f1348fb
-119.84,36.83,True,045937dc-73a9-4750-b058-56deb96afb26
-118.87,34.2,False,045d3286-deca-4285-ace9-628a20e40b89
-118.41,33.89,False,045e8313-0d4b-4b03-92e8-10d278f2e0bd
-118.86,34.22,False,04602d8c-10fa-41a0-bf2c-b9163e476182
-117.08,34.02,True,0460e058-95b7-4f15-886c-3961c5d810cb
-120.45,34.88,False,046e98b4-aeba-4708-863e-3a882bda5546
-121.13,38.37,False,04704998-0cfa-450e-927b-8e9d475128c9
-121.57,39.48,True,0470d9c0-cf54-4129-85b2-13d75eb50ff4
-117.81,33.75,False,047650d7-9f0d-4234-96f6-6253335f84d2
-118.2,33.89,False,04794404-6524-44fd-83aa-7e1000774817
-117.23,34.12,True,047b89a1-f0ac-42af-bd2b-ee2237e2ddc8
-118.42,33.78,False,0484a098-a22e-45e2-8a6b-b2b20f0a37db
-122.13,37.87,False,04860857-21bc-4981-bd39-05c630bf1263
-122.51,38.06,True,0486c6b9-6946-4f6e-b110-6311337f480c
-122.1,37.97,False,0487428f-f3ce-4fed-8b96-b6cad4139bae
-117.79,33.77,False,0487b23a-5a22-4474-8056-fb6b0bd08976
-118.29,33.91,True,0488460e-3dbe-4619-95fd-e48b59c0d12a
-117.21,33.82,True,04895060-4fec-48d7-987d-eec66c2998cb
-117.96,33.83,False,048bebcd-0618-4301-b82b-901a9f6bbec6
-117.5,33.92,True,0494152c-2a9f-406e-b95d-736c5925cdf1
-117.9,33.69,True,049a951d-aa09-4850-9dc0-e6e9a9033f97
-119.04,35.35,True,049aeaca-89fc-4100-9c3c-62bed1a8d7fb
-118.19,33.84,False,049e4c7f-d48c-4a93-9196-c5a7e68179be
-118.37,34.05,False,04a104b4-cc13-4930-8e63-f7569c60d163
-117.05,32.78,True,04a21dcf-f2ed-4774-b1f9-3d2a80050b31
-122.07,37.94,False,04a3d25b-8bd7-44d3-a15e-4625419b50a4
-117.54,34.55,False,04abfd4f-b228-40dc-9ef0-68247f42e9c9
-122.28,37.88,False,04b10848-0332-4a2d-a35a-af77e2c123da
-118.42,33.99,False,04b55e10-4835-4017-a270-b8276f4a9f09
-122.06,37.35,False,04b72762-eb51-49a4-90ec-62c359d3572c
-117.48,34.08,True,04b760c1-030b-40b0-8ab7-5a5a6649d7d1
-117.88,33.75,True,04bd617b-f82e-4cc5-bcee-d251e59dfc28
-117.8,33.7,False,04c7e075-d480-4450-bd98-27ee54a48aa5
-122.16,37.75,True,04c9b123-d951-4091-a77c-d11e0d2536d5
