Emisiones (t CO2 eq / MWh)

Hora,Eólica,Nuclear,Carbón,Ciclo combinado,Hidráulica,Intercambios int,Solar fotovoltaica,Solar térmica,Térmica renovable,Motores diésel,Turbina de gas,Turbina de vapor,Generación auxiliar,Cogeneración y residuos
"2024-03-16 23:20","0","0","229","1940","0","0","0","0","0","221","35","151","-3.4","447",
"2024-03-16 23:25","0","0","229","1910","0","0","0","0","0","220","35","151","-3.4","447",
"2024-03-16 23:30","0","0","234","1885","0","0","0","0","0","221","39","151","0","448",
"2024-03-16 23:35","0","0","229","1907","0","0","0","0","0","215","38","152","-3.4","449",
"2024-03-16 23:40","0","0","229","1869","0","0","0","0","0","212","38","151","-3.4","448",
"2024-03-16 23:45","0","0","231","1856","0","0","0","0","0","210","39","151","-3.4","447",
"2024-03-16 23:50","0","0","231","1830","0","0","0","0","0","208","39","151","-3.4","445",
"2024-03-16 23:55","0","0","231","1817","0","0","0","0","0","199","39","151","-3.4","444",
"2024-03-17 00:00","0","0","231","1885","0","0","0","0","0","194","40","146","-3.4","432",
"2024-03-17 00:05","0","0","232","1800","0","0","0","0","0","185","41","140","-3.4","439",
"2024-03-17 00:10","0","0","230","1750","0","0","0","0","0","184","38","137","-3.4","439",
"2024-03-17 00:15","0","0","230","1660","0","0","0","0","0","184","36","132","-2.7","441",
"2024-03-17 00:20","0","0","230","1657","0","0","0","0","0","189","24.7","128","-3.4","429",
"2024-03-17 00:25","0","0","230","1650","0","0","0","0","0","189","24.7","125","-2.7","440",
"2024-03-17 00:30","0","0","234","1619","0","0","0","0","0","192","24.7","124","0","440",
"2024-03-17 00:35","0","0","234","1610","0","0","0","0","0","190","24.7","124","0","441",
"2024-03-17 00:40","0","0","234","1591","0","0","0","0","0","188","24.7","124","0","442",
"2024-03-17 00:45","0","0","234","1546","0","0","0","0","0","187","24.7","125","0","441",
"2024-03-17 00:50","0","0","230","1546","0","0","0","0","0","182","24.7","124","-2.7","445",
"2024-03-17 00:55","0","0","230","1521","0","0","0","0","0","181","24.7","124","-2.7","445",
"2024-03-17 01:00","0","0","234","1540","0","0","0","0","0","180","22.8","124","0","443",
"2024-03-17 01:05","0","0","234","1562","0","0","0","0","0","173","23.8","123","0","428",
"2024-03-17 01:10","0","0","234","1585","0","0","0","0","0","170","23.8","122","0","439",
"2024-03-17 01:15","0","0","230","1612","0","0","0","0","0","167","22.8","122","-2.7","437",
"2024-03-17 01:20","0","0","235","1596","0","0","0","0","0","167","22.8","122","0","436",
"2024-03-17 01:25","0","0","235","1617","0","0","0","0","0","167","22.8","122","0","425",
"2024-03-17 01:30","0","0","233","1594","0","0","0","0","0","165","22.8","122","0","435",
"2024-03-17 01:35","0","0","229","1594","0","0","0","0","0","162","22.8","119","-2.7","436",
"2024-03-17 01:40","0","0","231","1594","0","0","0","0","0","161","23.8","114","-2.7","437",
"2024-03-17 01:45","0","0","231","1578","0","0","0","0","0","160","22.8","110","-2.7","438",
"2024-03-17 01:50","0","0","230","1593","0","0","0","0","0","159","22.8","110","-2.7","438",
"2024-03-17 01:55","0","0","230","1566","0","0","0","0","0","158","22.8","111","-2.7","437",
"2024-03-17 02:00","0","0","230","1567","0","0","0","0","0","159","23.8","111","-2.7","435",
"2024-03-17 02:05","0","0","229","1591","0","0","0","0","0","157","22.8","111","-2.7","435",
"2024-03-17 02:10","0","0","231","1604","0","0","0","0","0","156","22.8","111","-2.7","427",
"2024-03-17 02:15","0","0","231","1589","0","0","0","0","0","154","22.8","110","-2.7","439",
"2024-03-17 02:20","0","0","235","1575","0","0","0","0","0","156","22.8","110","0","440",
"2024-03-17 02:25","0","0","231","1543","0","0","0","0","0","152","22.8","111","-2.7","441",
"2024-03-17 02:30","0","0","232","1546","0","0","0","0","0","151","23.8","110","-2.7","430",
"2024-03-17 02:35","0","0","233","1551","0","0","0","0","0","154","22.8","111","0","441",
"2024-03-17 02:40","0","0","230","1537","0","0","0","0","0","151","22.8","111","-2.7","439",
"2024-03-17 02:45","0","0","230","1527","0","0","0","0","0","150","22.8","111","-2.7","441",
"2024-03-17 02:50","0","0","234","1519","0","0","0","0","0","153","23.8","111","0","431",
"2024-03-17 02:55","0","0","231","1526","0","0","0","0","0","150","22.8","110","-2.7","441",
"2024-03-17 03:00","0","0","232","1516","0","0","0","0","0","149","22.8","111","-2.7","441",
"2024-03-17 03:05","0","0","231","1486","0","0","0","0","0","148","23.8","111","-2.7","442",
"2024-03-17 03:10","0","0","229","1459","0","0","0","0","0","146","22.8","111","-2.7","442",
"2024-03-17 03:15","0","0","228","1460","0","0","0","0","0","146","23.8","110","-2.7","442",
"2024-03-17 03:20","0","0","232","1466","0","0","0","0","0","146","22.8","111","-2.7","440",
"2024-03-17 03:25","0","0","230","1460","0","0","0","0","0","146","22.8","113","-2.7","440",
"2024-03-17 03:30","0","0","230","1479","0","0","0","0","0","144","23.8","113","-2.7","440",
"2024-03-17 03:35","0","0","230","1464","0","0","0","0","0","143","22.8","111","-2.7","439",
"2024-03-17 03:40","0","0","233","1465","0","0","0","0","0","146","23.8","111","0","439",
"2024-03-17 03:45","0","0","229","1457","0","0","0","0","0","142","23.8","111","-2.7","440",
"2024-03-17 03:50","0","0","232","1469","0","0","0","0","0","142","22.8","111","-2.7","440",
"2024-03-17 03:55","0","0","234","1478","0","0","0","0","0","142","23.8","111","-2.7","429",
"2024-03-17 04:00","0","0","236","1485","0","0","0","0","0","144","23.8","110","0","438",
"2024-03-17 04:05","0","0","235","1491","0","0","0","0","0","145","23.8","110","0","437",
"2024-03-17 04:10","0","0","235","1432","0","0","0","0","0","145","23.8","110","0","437",
"2024-03-17 04:15","0","0","229","1424","0","0","0","0","0","142","23.8","111","-2.7","427",
"2024-03-17 04:20","0","0","236","1437","0","0","0","0","0","145","23.8","110","0","437",
"2024-03-17 04:25","0","0","231","1440","0","0","0","0","0","141","22.8","111","-2.7","438",
"2024-03-17 04:30","0","0","231","1423","0","0","0","0","0","142","22.8","110","-2.7","438",
"2024-03-17 04:35","0","0","230","1414","0","0","0","0","0","141","22.8","111","-2.7","438",
"2024-03-17 04:40","0","0","232","1427","0","0","0","0","0","141","23.8","111","-2.7","428",
"2024-03-17 04:45","0","0","236","1420","0","0","0","0","0","146","23.8","111","0","439",
"2024-03-17 04:50","0","0","231","1426","0","0","0","0","0","143","23.8","110","-2.7","439",
"2024-03-17 04:55","0","0","231","1414","0","0","0","0","0","143","23.8","111","-2.7","439",
"2024-03-17 05:00","0","0","231","1418","0","0","0","0","0","142","23.8","110","-2.7","429",
"2024-03-17 05:05","0","0","231","1426","0","0","0","0","0","143","24.7","110","-2.7","440",
"2024-03-17 05:10","0","0","235","1436","0","0","0","0","0","146","23.8","110","0","440",
"2024-03-17 05:15","0","0","231","1441","0","0","0","0","0","143","23.8","110","-2.7","440",
"2024-03-17 05:20","0","0","231","1446","0","0","0","0","0","143","24.7","110","-2.7","428",
"2024-03-17 05:25","0","0","231","1449","0","0","0","0","0","145","24.7","110","-2.7","437",
"2024-03-17 05:30","0","0","231","1449","0","0","0","0","0","145","24.7","111","-2.7","437",
"2024-03-17 05:35","0","0","231","1439","0","0","0","0","0","146","23.8","110","-2.7","438",
"2024-03-17 05:40","0","0","231","1451","0","0","0","0","0","146","23.8","110","-2.7","439",
"2024-03-17 05:45","0","0","231","1442","0","0","0","0","0","146","23.8","110","-2.7","438",
"2024-03-17 05:50","0","0","229","1451","0","0","0","0","0","145","24.7","110","-2.7","439",
"2024-03-17 05:55","0","0","231","1447","0","0","0","0","0","146","24.7","110","-2.7","438",
"2024-03-17 06:00","0","0","230","1476","0","0","0","0","0","146","24.7","110","-2.7","439",
"2024-03-17 06:05","0","0","229","1539","0","0","0","0","0","146","24.7","110","-2.7","438",
"2024-03-17 06:10","0","0","235","1579","0","0","0","0","0","148","24.7","110","0","439",
"2024-03-17 06:15","0","0","231","1593","0","0","0","0","0","145","23.8","110","-2.7","438",
"2024-03-17 06:20","0","0","235","1602","0","0","0","0","0","147","23.8","110","0","438",
"2024-03-17 06:25","0","0","235","1603","0","0","0","0","0","148","24.7","110","0","427",
"2024-03-17 06:30","0","0","231","1604","0","0","0","0","0","144","21.9","110","-2.7","437",
"2024-03-17 06:35","0","0","235","1590","0","0","0","0","0","148","20.9","111","0","438",
"2024-03-17 06:40","0","0","231","1587","0","0","0","0","0","146","21.9","110","-2.7","437",
"2024-03-17 06:45","0","0","231","1593","0","0","0","0","0","148","21.9","110","-2.7","437",
"2024-03-17 06:50","0","0","235","1585","0","0","0","0","0","150","22.8","110","0","436",
"2024-03-17 06:55","0","0","231","1587","0","0","0","0","0","148","21.9","110","-2.7","437",
"2024-03-17 07:00","0","0","230","1596","0","0","0","0","0","149","20.9","110","-2.7","440",
"2024-03-17 07:05","0","0","231","1669","0","0","0","0","0","150","21.9","110","-2.7","440",
"2024-03-17 07:10","0","0","231","1701","0","0","0","0","0","150","21.9","111","-2.7","429",
"2024-03-17 07:15","0","0","231","1692","0","0","0","0","0","150","21.9","110","-2.7","438",
"2024-03-17 07:20","0","0","231","1691","0","0","0","0","0","151","20.9","110","-2.7","437",
"2024-03-17 07:25","0","0","232","1680","0","0","0","0","0","150","21.9","110","-2.7","439",
"2024-03-17 07:30","0","0","230","1669","0","0","0","0","0","150","20.9","110","-2.7","438",
"2024-03-17 07:35","0","0","231","1672","0","0","0","0","0","150","21.9","110","-2.7","438",
"2024-03-17 07:40","0","0","230","1661","0","0","0","0","0","150","21.9","110","-2.7","438",
"2024-03-17 07:45","0","0","230","1649","0","0","0","0","0","152","21.9","110","-2.7","440",
"2024-03-17 07:50","0","0","231","1654","0","0","0","0","0","152","21.9","110","-2.7","440",
"2024-03-17 07:55","0","0","231","1624","0","0","0","0","0","152","21.9","111","-2.7","441",
"2024-03-17 08:00","0","0","230","1607","0","0","0","0","0","152","21.9","111","-2.7","439",
"2024-03-17 08:05","0","0","230","1451","0","0","0","0","0","154","21.9","110","-2.7","433",
"2024-03-17 08:10","0","0","232","1335","0","0","0","0","0","154","22.8","110","-2.7","428",
"2024-03-17 08:15","0","0","230","1280","0","0","0","0","0","155","20.9","110","-2.7","427",
"2024-03-17 08:20","0","0","234","1251","0","0","0","0","0","160","21.9","110","0","427",
"2024-03-17 08:25","0","0","236","1198","0","0","0","0","0","160","21.9","110","0","424",
"2024-03-17 08:30","0","0","234","1132","0","0","0","0","0","158","21.9","111","0","417",
"2024-03-17 08:35","0","0","235","1130","0","0","0","0","0","163","21.9","111","0","405",
"2024-03-17 08:40","0","0","234","1132","0","0","0","0","0","162","20.9","111","0","416",
"2024-03-17 08:45","0","0","232","1133","0","0","0","0","0","161","21.9","111","-2.7","416",
"2024-03-17 08:50","0","0","236","1138","0","0","0","0","0","165","26","111","0","416",
"2024-03-17 08:55","0","0","235","1107","0","0","0","0","0","165","39","111","0","406",
"2024-03-17 09:00","0","0","235","1111","0","0","0","0","0","169","49","111","0","414",
"2024-03-17 09:05","0","0","231","1100","0","0","0","0","0","169","49","111","-2.7","414",
"2024-03-17 09:10","0","0","231","1061","0","0","0","0","0","169","50","110","-2.7","414",
"2024-03-17 09:15","0","0","231","1010","0","0","0","0","0","173","49","111","-2.7","414",
"2024-03-17 09:20","0","0","231","1046","0","0","0","0","0","173","49","111","-2.7","415",
"2024-03-17 09:25","0","0","231","1053","0","0","0","0","0","175","49","111","-2.7","413",
"2024-03-17 09:30","0","0","231","1046","0","0","0","0","0","175","50","111","-2.7","412",
"2024-03-17 09:35","0","0","231","1053","0","0","0","0","0","179","48","111","-2","412",
"2024-03-17 09:40","0","0","231","1051","0","0","0","0","0","177","48","111","-2.7","405",
"2024-03-17 09:45","0","0","231","1040","0","0","0","0","0","179","47","111","-2.7","413",
"2024-03-17 09:50","0","0","232","1023","0","0","0","0","0","179","48","111","-2","412",
"2024-03-17 09:55","0","0","235","981","0","0","0","0","0","182","47","110","0","411",
"2024-03-17 10:00","0","0","232","999","0","0","0","0","0","182","44","110","-2","399",
"2024-03-17 10:05","0","0","231","934","0","0","0","0","0","182","44","111","-2","408",
"2024-03-17 10:10","0","0","232","875","0","0","0","0","0","181","44","110","-2","409",
"2024-03-17 10:15","0","0","235","845","0","0","0","0","0","185","43","111","0","407",
"2024-03-17 10:20","0","0","232","831","0","0","0","0","0","182","44","110","-2","404",
"2024-03-17 10:25","0","0","231","822","0","0","0","0","0","184","43","111","-2","406",
"2024-03-17 10:30","0","0","234","817","0","0","0","0","0","182","43","111","-2","405",
"2024-03-17 10:35","0","0","235","819","0","0","0","0","0","180","44","110","-2","404",
"2024-03-17 10:40","0","0","235","811","0","0","0","0","0","186","44","110","0","403",
"2024-03-17 10:45","0","0","232","813","0","0","0","0","0","180","47","111","-2","403",
"2024-03-17 10:50","0","0","237","818","0","0","0","0","0","182","58","111","0","402",
"2024-03-17 10:55","0","0","232","800","0","0","0","0","0","181","56","111","-2","403",
"2024-03-17 11:00","0","0","231","808","0","0","0","0","0","183","57","111","0","403",
"2024-03-17 11:05","0","0","234","819","0","0","0","0","0","180","56","111","0","393",
"2024-03-17 11:10","0","0","231","819","0","0","0","0","0","180","57","111","-2","402",
"2024-03-17 11:15","0","0","231","829","0","0","0","0","0","180","56","110","0","402",
"2024-03-17 11:20","0","0","231","833","0","0","0","0","0","179","56","111","-2","401",
"2024-03-17 11:25","0","0","234","837","0","0","0","0","0","184","55","111","0","402",
"2024-03-17 11:30","0","0","234","827","0","0","0","0","0","183","52","111","0","400",
"2024-03-17 11:35","0","0","230","806","0","0","0","0","0","179","55","111","-2","400",
"2024-03-17 11:40","0","0","232","798","0","0","0","0","0","180","55","111","-1.4","400",
"2024-03-17 11:45","0","0","234","790","0","0","0","0","0","182","55","111","0","399",
"2024-03-17 11:50","0","0","234","801","0","0","0","0","0","181","55","111","0","393",
"2024-03-17 11:55","0","0","234","789","0","0","0","0","0","179","55","111","0","395",
"2024-03-17 12:00","0","0","235","787","0","0","0","0","0","179","52","111","-1.4","394",
"2024-03-17 12:05","0","0","235","786","0","0","0","0","0","178","52","110","-2","395",
"2024-03-17 12:10","0","0","237","785","0","0","0","0","0","180","53","110","0","387",
"2024-03-17 12:15","0","0","235","778","0","0","0","0","0","179","55","111","-1.4","397",
"2024-03-17 12:20","0","0","235","787","0","0","0","0","0","178","54","111","-1.4","397",
"2024-03-17 12:25","0","0","233","791","0","0","0","0","0","178","54","111","-1.4","397",
"2024-03-17 12:30","0","0","236","795","0","0","0","0","0","179","56","111","0","397",
"2024-03-17 12:35","0","0","234","803","0","0","0","0","0","177","54","111","-1.4","396",
"2024-03-17 12:40","0","0","235","785","0","0","0","0","0","176","56","111","-1.4","396",
"2024-03-17 12:45","0","0","234","780","0","0","0","0","0","174","57","110","-1.4","394",
"2024-03-17 12:50","0","0","232","765","0","0","0","0","0","176","57","111","-1.4","393",
"2024-03-17 12:55","0","0","231","773","0","0","0","0","0","173","58","111","-1.4","392",
"2024-03-17 13:00","0","0","233","782","0","0","0","0","0","175","58","111","0","395",
"2024-03-17 13:05","0","0","231","796","0","0","0","0","0","174","59","111","-1.4","396",
"2024-03-17 13:10","0","0","231","789","0","0","0","0","0","173","60","110","-1.4","397",
"2024-03-17 13:15","0","0","234","788","0","0","0","0","0","175","59","111","0","388",
"2024-03-17 13:20","0","0","232","801","0","0","0","0","0","175","61","111","0","395",
"2024-03-17 13:25","0","0","235","821","0","0","0","0","0","171","62","111","-1.4","397",
"2024-03-17 13:30","0","0","234","825","0","0","0","0","0","175","61","111","0","397",
"2024-03-17 13:35","0","0","233","833","0","0","0","0","0","173","61","111","-1.4","388",
"2024-03-17 13:40","0","0","233","845","0","0","0","0","0","172","60","111","-1.4","397",
"2024-03-17 13:45","0","0","234","849","0","0","0","0","0","180","60","111","-1.4","395",
"2024-03-17 13:50","0","0","232","855","0","0","0","0","0","174","60","111","-1.4","395",
"2024-03-17 13:55","0","0","234","857","0","0","0","0","0","175","61","110","-1.4","395",
"2024-03-17 14:00","0","0","239","865","0","0","0","0","0","175","60","111","0","395",
"2024-03-17 14:05","0","0","236","880","0","0","0","0","0","176","60","110","0","395",
"2024-03-17 14:10","0","0","235","862","0","0","0","0","0","177","59","111","0","395",
"2024-03-17 14:15","0","0","235","860","0","0","0","0","0","176","60","111","-1.4","396",
"2024-03-17 14:20","0","0","234","851","0","0","0","0","0","175","60","111","-1.4","387",
"2024-03-17 14:25","0","0","234","848","0","0","0","0","0","175","59","111","-1.4","396",
"2024-03-17 14:30","0","0","233","849","0","0","0","0","0","173","59","110","-1.4","398",
"2024-03-17 14:35","0","0","233","847","0","0","0","0","0","173","59","111","-1.4","397",
"2024-03-17 14:40","0","0","233","855","0","0","0","0","0","175","59","111","-1.4","389",
"2024-03-17 14:45","0","0","235","836","0","0","0","0","0","173","57","111","-1.4","398",
"2024-03-17 14:50","0","0","236","845","0","0","0","0","0","174","57","111","0","398",
"2024-03-17 14:55","0","0","234","855","0","0","0","0","0","173","58","111","0","396",
"2024-03-17 15:00","0","0","234","839","0","0","0","0","0","173","60","111","-1.4","398",
"2024-03-17 15:05","0","0","235","839","0","0","0","0","0","174","61","111","0","399",
"2024-03-17 15:10","0","0","234","837","0","0","0","0","0","171","59","111","-1.4","399",
"2024-03-17 15:15","0","0","233","839","0","0","0","0","0","170","60","111","-1.4","397",
"2024-03-17 15:20","0","0","233","849","0","0","0","0","0","169","60","110","-1.4","398",
"2024-03-17 15:25","0","0","234","844","0","0","0","0","0","171","59","111","-1.4","398",
"2024-03-17 15:30","0","0","237","846","0","0","0","0","0","167","59","111","-1.4","397",
"2024-03-17 15:35","0","0","233","842","0","0","0","0","0","168","59","110","-1.4","397",
"2024-03-17 15:40","0","0","233","875","0","0","0","0","0","167","60","111","-2","396",
"2024-03-17 15:45","0","0","233","906","0","0","0","0","0","169","60","111","-2","395",
"2024-03-17 15:50","0","0","233","926","0","0","0","0","0","169","59","111","-2","397",
"2024-03-17 15:55","0","0","232","922","0","0","0","0","0","167","60","111","-2","398",
"2024-03-17 16:00","0","0","232","908","0","0","0","0","0","167","57","111","-2","398",
"2024-03-17 16:05","0","0","235","933","0","0","0","0","0","169","61","111","0","390",
"2024-03-17 16:10","0","0","233","983","0","0","0","0","0","166","61","110","-1.4","399",
"2024-03-17 16:15","0","0","233","1009","0","0","0","0","0","167","60","111","-2","398",
"2024-03-17 16:20","0","0","232","1022","0","0","0","0","0","165","59","111","-2","399",
"2024-03-17 16:25","0","0","232","1078","0","0","0","0","0","167","61","111","-2","400",
"2024-03-17 16:30","0","0","232","1166","0","0","0","0","0","166","60","111","-2","399",
"2024-03-17 16:35","0","0","232","1151","0","0","0","0","0","167","60","111","-2","399",
"2024-03-17 16:40","0","0","232","1191","0","0","0","0","0","166","62","111","-2","401",
"2024-03-17 16:45","0","0","232","1274","0","0","0","0","0","166","61","111","-2","400",
"2024-03-17 16:50","0","0","232","1249","0","0","0","0","0","167","60","111","-2.7","399",
"2024-03-17 16:55","0","0","235","1175","0","0","0","0","0","167","60","111","-2.7","401",
"2024-03-17 17:00","0","0","232","1229","0","0","0","0","0","168","60","111","-2.7","401",
"2024-03-17 17:05","0","0","232","1354","0","0","0","0","0","169","59","111","-2.7","403",
"2024-03-17 17:10","0","0","231","1378","0","0","0","0","0","167","60","111","-2.7","392",
"2024-03-17 17:15","0","0","231","1395","0","0","0","0","0","168","61","110","-2.7","400",
"2024-03-17 17:20","0","0","231","1161","0","0","0","0","0","29","21.9","0","-2.7","402",
