,esp,por
98,166.83992985191907,185.01930143932964
99,163.54521812585367,167.50894248632457
100,223.81980232256115,194.66595752184412
101,163.65788669462313,199.3427396202783
102,167.6410480297603,132.10850057656995
103,188.9844285956593,218.30949149982055
104,196.65079756924035,152.19453332176556
105,151.95471799134543,154.6185033462452
106,158.8620643896818,204.3471842757815
107,179.25645376234277,137.26666549973922
108,175.99792520020253,161.02471052319405
109,152.48550600270872,185.9355862816866
110,191.7081473598995,172.4923850279352
111,167.96129466528163,225.5889155601306
112,172.67429292045352,152.12722020255597
113,168.2513790032506,141.5336103998001
114,198.91075170787508,204.93641002804455
115,161.43738782489666,151.04941448089843
116,192.58218962704157,139.1439180277659
117,173.66334027884884,133.29309680539058
118,171.56378179761126,183.26538759384425
119,167.9030228564483,173.0836644303033
120,167.80517904567225,191.00926478630058
121,184.4553673863739,165.8956532196631
122,138.57952817629766,197.24293473243955
123,175.89277149366308,168.52175905419287
124,177.26034364870722,153.06861880745925
125,151.60641892680596,151.2746743580618
126,178.95168804075985,162.26382585421905
127,179.66505618636452,137.39837070030168
128,154.876591228224,218.02785088073466
129,224.1753601246555,196.22359981368743
130,156.58555939185064,151.06219695129317
131,158.258847320474,143.51416483520208
132,169.33942351411,115.43633450136643
133,197.5979883760772,169.06532235206464
134,158.60748021814751,169.57559843751326
135,107.77070095000542,162.53782138541163
136,158.20735347412528,191.7463679556708
137,143.04002062275165,196.48127746671
138,153.81211770970538,151.98887219531457
139,162.31148745703243,178.09290306363306
140,175.92885348296622,186.55545219334329
141,164.2685034469031,159.60061411412752
142,158.65592900440475,115.01237279137001
143,183.48099276678948,148.91021247959628
144,163.8995109668,119.2639829522667
145,153.9762550399285,138.97140014444088
146,214.59364225623773,118.38227571747724
147,152.89308136760337,114.91363542201131
148,183.88817560312154,120.08859961906097
149,162.22041393648726,162.57784508988033
150,191.42971090187592,168.8068745208578
151,152.85897333706473,198.3958677074987
152,208.22322214550584,217.29189863182876
153,166.7734986225505,173.56487672452914
154,152.87391503708596,156.5079278450266
155,175.58108037063224,181.73815466159743
156,174.88665941141133,162.09017677562323
157,172.6951879842524,152.1984491711761
158,191.7558718144581,210.5614421740995
159,176.36514491694342,135.51216937514633
160,169.21875245929158,158.7986847961943
161,161.44203087928028,162.5879838656422
162,193.48553941650155,149.61807083575354
163,154.36737433284824,176.89458446381968
164,170.78361179153973,172.82172213154598
165,186.1090499374103,127.00302516335708
166,160.86240648273105,201.75854488420907
167,147.27000929484552,165.21133911824145
168,188.82826557767325,128.37956356834331
169,159.39612302629115,175.07269526031433
170,164.2821926470697,185.46268787379634
171,180.11051215865837,152.52651727805667
172,157.69996706606878,176.1910515509046
173,152.3646679699988,142.65415661191113
174,189.7642350805826,168.14423211013406
175,164.70242434352318,146.13374669712715
176,152.75602524415643,180.17045692914425
177,186.31284828506358,179.61017009001344
178,143.75030450625056,167.59826695687863
179,142.31272273828608,137.93189788126745
180,175.13457467714795,167.1434092573932
181,203.0977305429911,148.90493405293503
182,156.43091376225522,179.18348519420914
183,193.14307187901787,156.12111142173887
184,181.0342757479214,160.75486492095877
185,203.83715877863563,171.28434844926178
186,165.57711395689597,209.8326346157468
187,142.840037617521,209.8743419021164
188,169.28911356554943,117.59555498152272
189,175.74955490432538,185.77829849504508
190,159.4958948289474,170.27061072170625
191,165.87150336452626,184.88091983600975
192,191.96210175752495,175.89361945669384
193,207.65661005257454,198.42977605727384
194,206.1485622527349,149.0752249354338
195,174.48365009011906,160.50762741131547
196,178.83211386506932,130.65925418953202
197,130.3028404455995,172.8118119175747
198,172.4459044183725,186.9492593356778
199,147.60759296247613,217.80466093591764
200,139.75123948637665,122.25977966302074
201,143.25723565612958,172.1491890308583
202,192.58098832977103,170.6137641153038
203,180.43243214159963,163.62647554998063
204,174.278240107765,218.58600031761003
205,185.36209610945775,149.7529495184078
206,186.07499285182428,179.1243777974068
207,171.40672700245312,172.42312325667163
208,188.86581548958793,187.29941024536438
209,200.10347666131747,134.9705959848443
210,195.58888369035918,183.38154720398612
211,137.493353923794,175.90772789518235
212,178.08391998386966,127.04061685627059
213,174.8412742994431,185.79885061480968
214,174.69086913622897,186.68575125204046
215,209.02595499538404,123.63643502522226
216,192.26293976455452,157.53739084639412
217,167.35198280706499,165.60674788929293
218,166.80235525637485,151.6857765942084
219,174.54172262778212,193.4537703116967
220,158.90078409946523,190.12876576401374
221,187.28886864717197,186.9129187239949
222,125.58899862974823,169.46640048259306
223,146.93889205790106,159.99306023375286
224,177.7667473233703,181.28344833707723
225,168.74276782031663,151.30144552856513
226,137.27682787742393,202.8385785633145
227,185.59060774306266,187.02577385759332
228,174.3255002755736,138.48852259970315
229,173.91122477278523,192.65073938389557
230,194.5502416629745,158.9906039520724
231,160.03058546081806,165.64506389311273
232,207.0589634404207,163.73450260764383
233,176.84066721920755,128.70198265313275
234,152.29459759587445,174.94774316807235
235,172.81771686356075,160.26486182787312
236,149.82941091273443,159.83102195672052
237,151.15812228869822,236.3451828618716
238,186.44227127586885,161.463011733319
239,191.2728531625176,166.41983071395939
240,160.78465560845282,141.0020779337779
241,173.01503456064293,162.50719481968295
242,188.34003891952014,167.84659204593726
243,192.21156001189004,196.29241011276136
244,155.68819091035422,160.84909685711057
245,198.9308461249915,163.33105755762415
246,168.64412680966134,163.37597935979818
247,164.13029674683114,172.74872864930285
248,149.86452101718373,211.7783307291856
249,162.56571178475824,208.80101231959586
250,162.82160308049998,161.7247632212723
251,174.22958732771647,201.46588340126877
252,127.882891611236,179.96489379929446
253,181.70454613387437,183.03798155829702
254,169.62923992293165,178.38747193340484
255,146.6609359292075,155.41583483546398
256,161.91084366606756,190.88931935389263
257,148.4722331501583,128.99414884414165
258,149.54393003328153,136.43548490475644
259,201.9839439700492,142.0401414582888
260,195.08611181534258,157.31423028728673
261,182.52820021981543,153.1848547334863
262,195.5889382009302,113.12386675293283
263,158.44879340227556,187.67492585731847
264,172.42800099722066,174.90178619930043
265,181.12918040537272,155.96060804118784
266,142.97894465680636,118.02470117933444
267,188.04341914190124,166.61524644444393
268,147.8176089471421,169.16351391262273
269,192.06989650836906,183.99415934964983
270,172.98984838192544,191.72622312801732
271,154.12271667650222,179.6068856639665
272,176.4663172765961,184.25741393641016
273,196.68904985077816,212.36682672875838
274,171.70886384896903,207.2182419895555
275,175.12162164034984,177.72090414058553
276,223.83220663515857,197.98393175871394
277,165.92031819022517,153.58028386190816
278,170.45130317999613,143.38838521135244
279,160.70758125259357,188.87425280994248
280,181.10018892298888,203.8347602786322
281,151.1967739483299,167.80636180877386
282,168.8433958931209,186.90094645392048
283,139.7511884593002,135.27206138608466
284,158.70439207079448,182.0213501358954
285,142.80265525512812,138.07818164128872
286,173.34724050168293,159.26615407037062
287,163.8889380283151,205.57615130047498
288,161.17093568239898,161.6517619173705
289,180.3312231985753,155.2894144170689
290,182.04161875023163,170.41258702567248
291,142.78648267139175,171.14980426250784
292,154.17913682351423,175.346563339382
293,177.24301834147954,161.14701783856088
294,148.29498092043013,148.2520517604047
295,186.0829344242906,143.76358412979394
296,158.694203691027,158.04910635402152
297,200.71010990230434,134.08206522459588
298,134.3535618332738,138.37135265988042
299,151.61507682843575,140.4907928456641
300,180.987289795143,172.939232500056
301,133.5956842124593,176.4026143583284
302,166.7139538913968,165.8197531856642
303,200.26269399352705,190.1865720922403
304,166.69226325381254,133.29773877039548
305,151.14989704505598,161.52249126166075
306,190.10178647980308,152.5289346532047
307,148.33533583798837,167.82360202024165
308,151.67501318739903,193.7687396845252
309,187.6078762414115,153.32401600129242
310,191.44097026491545,180.2115609505832
311,140.72349084158316,175.4463817695002
312,181.88470988246416,139.60142398857047
313,175.58527782120225,145.33290610498142
314,201.7863250985162,191.62084123252782
315,162.82132510769912,122.55592872943461
316,177.1673703101738,131.28506294634738
317,170.223701673454,158.7693068263273
318,184.682555983562,194.54677819823047
319,182.8900199241538,175.46785173016727
320,205.9968111403115,146.8136183756189
321,149.15045177494758,185.72196606471098
322,159.99779560659636,179.132377558373
323,200.48448443252988,153.18137093440578
324,168.2352625641188,141.031755333378
325,184.88542714676566,158.59443186791367
326,169.36783001946077,128.85720150233516
327,152.58174773502233,165.7769315437531
328,185.57220251135516,120.18634413861017
329,171.37613647212692,127.36535908584476
330,176.69142788042126,182.67508644512355
331,164.8057680641485,155.51786210961532
332,165.40899040363166,160.48423977466308
333,193.2470854280721,143.08919935876227
334,163.36581813386272,139.50868150289978
335,171.2515844576571,133.56947060654335
336,165.42493372923082,157.17182176345008
337,149.11361468422032,192.34826834164824
338,165.89106325053,143.8013947448828
339,189.04649037530248,153.68113894243484
340,151.9090471096592,127.88944079367737
341,146.85779027535068,170.88711156067296
342,177.8939872584653,168.31653304952258
343,185.76600855618108,162.9519950469488
344,193.75578938458526,159.08513808032868
345,165.90829183555815,126.67386327018454
346,173.96803990413537,172.6348481569929
347,147.81024715173913,186.01423837222882
348,169.83273694250508,172.94460536082482
349,151.7257530555255,191.21415684618196
350,175.3029045590881,220.36200984658313
351,167.44621932057697,191.75356850812318
352,181.8013512385587,129.89935855079915
353,156.5166064005923,214.10495776031001
354,172.12068568642997,176.02546532383317
355,167.18958404552566,144.95094159531368
356,154.97771507403135,134.84564519175103
357,130.11212796709725,155.4766241657824
358,196.11795919655557,188.83027479737848
359,148.56477985575881,198.1415075295698
360,161.100095903563,118.53653591960231
361,167.85792554065046,190.84131808374497
362,182.30772127200595,190.37906894221263
363,162.60067217233973,209.53313794722334
364,185.34525217118096,186.83617807453072
365,181.83567487382317,182.57921958584413
366,162.09402134585105,211.95704927102838
367,159.8156360910342,181.74732092255013
368,184.60065040878368,162.55233161608768
369,176.48641283593665,120.4920147819648
370,190.8244308201395,175.93111759943818
371,186.36507894063578,162.20791208559064
372,144.56882249471315,183.37204242760774
373,154.6428136550943,163.95598056736338
374,189.9967917810555,137.18028876200793
375,156.0153321445201,132.52770894721647
376,168.03960404364037,133.8235065646133
377,173.35990719912115,149.57374750682408
378,153.33673832012622,171.6318448213871
379,188.37265791762727,142.16734449728045
380,144.50950064605587,217.74699227991022
381,163.90391366269353,155.4605772809416
382,173.37204432529086,158.06892056581893
383,170.74133438216234,201.18191546929592
384,159.03017112398825,140.898962155434
385,151.47525152545956,159.7297646458647
386,185.52031555348367,158.15357034855313
387,184.61805344009883,168.3221214439264
388,163.40412183831495,210.24256007342484
389,182.1332589834421,158.38629115818662
390,197.38516461239075,133.5628625683775
391,185.53665620066283,151.67177361134662
392,204.63386222373103,188.41484886075617
393,130.95461485096502,155.78122547163542
394,145.22884831206366,105.30913421846793
395,189.0402170228547,188.56291040298484
396,179.7522361027811,134.28179508299166
397,166.39052267094004,154.59004855023647
398,126.42605675524962,179.43516223333432
399,179.08946448480725,166.11170878124935
400,172.21916919137385,163.54252175058085
401,190.89554202877844,170.89279915751507
402,192.915221028587,156.24399508019434
403,151.91754686101234,133.67247469762216
404,129.8821075161627,191.06044178913183
405,194.00707133304172,150.86633558587434
406,148.94222540560605,159.4381546970464
407,136.4491399287453,80.43960628761255
408,162.67233311886554,187.95330185042346
409,169.71421029806163,206.26431828840413
410,154.1169234331336,154.43865375322977
411,169.8389127861092,197.74595627796816
412,191.96991433174298,124.56171775429505
413,176.80066538833395,135.9558184221935
414,195.2903061692133,150.00975504296593
415,179.4862424902682,157.16330773112247
416,189.01425249733336,126.06845706646665
417,172.36276732672238,173.06954542695095
418,164.90997538029154,149.21666375178685
419,151.37956962373616,153.87642360273367
420,164.38351142439734,153.0298410260815
421,153.08306778706873,185.85929296091604
422,172.37546153811468,160.9243818094529
423,179.61580928377674,176.7893455094314
424,143.16810111035244,161.91522092448716
425,196.158842675173,150.2326474214603
426,163.6071519399033,163.52652830174168
427,142.715777565244,172.94056496081737
428,149.20855023334218,182.7657745895918
429,180.75765034398506,175.60276891280554
430,187.46709658697512,176.67328653308175
431,165.20165121513003,148.72022442658684
432,165.7312540675522,129.82246531083817
433,141.3345824225675,173.943115470161
434,218.06108913920855,118.48559983452903
435,119.31504492974766,169.43192660363985
436,172.63574261298288,145.38184297924772
437,201.10317542293745,139.71088554999386
438,164.29257108612686,159.7537022003107
439,154.862763384605,193.0987431853629
440,135.4955843749217,191.00870757892358
441,140.04192560727614,158.49795264147318
442,166.25451116790177,117.96626480850938
443,168.7974451031579,138.80388092625074
444,147.4922525112068,125.04495480604388
445,148.4928533236103,191.89391599899443
446,158.49445676051855,174.37909220421128
447,182.3134657694063,137.01824663723804
448,152.29268851969638,166.50808892001706
449,144.33809873987525,185.13933643368622
450,188.75647169975883,207.85486666146
451,167.0347612662087,124.89686557665529
452,166.82937540559516,136.72012342706574
453,175.81034397935701,152.27592791497338
454,196.66850430165925,159.38313822541707
455,173.7410615775957,153.38865634508696
456,209.6961350754685,132.37675558129328
457,165.5924545857025,202.60731767107714
458,168.37496554987015,133.74709311565712
459,139.6536362255543,157.09027520826453
460,160.0180581268947,167.30841769221644
461,205.61108336577593,115.98745871838932
462,170.37671357075902,165.01523995791206
463,151.78056732747393,170.96542540214003
464,165.8839613337106,203.65011590832668
465,189.08582247837577,153.55804730276904
466,186.74309689217688,172.41522743341633
467,160.4692428597363,107.66032419517106
468,160.66484585856912,167.0200569411134
469,179.98365452152754,192.31075726364782
470,116.07492450119425,141.81704882625294
471,157.26630783340997,157.63542207824332
472,181.61700749584912,200.39872004475313
473,190.57909644747264,167.49596504811257
474,204.87658367695187,136.84523971812277
475,133.72541752113491,145.40133864126506
476,171.7674666330265,179.09056165798387
477,121.3604046258454,202.9152867522929
478,166.38283337264076,141.21571791053555
479,189.50621188479747,167.12955409750634
480,169.4554987161769,134.93569790761464
481,176.00405359593347,162.18760143422904
482,180.39468751359894,180.19769299487547
483,204.0985341166998,143.96665929301577
484,188.2230995206848,163.7069878764839
485,164.82989483830892,171.7016344756382
486,141.7172489087971,169.40527331352908
487,182.4858803304822,170.11767446673792
488,200.17213681651975,176.79460976981213
489,174.1336248706503,146.75497973382892
490,168.5996078330709,163.57286505781246
491,167.62193548958663,149.36377333895268
492,160.42757200076923,178.83454236581287
493,163.24132864378325,213.8078110433113
494,134.67700389604488,211.90349134123005
495,190.35325845266274,173.25449809642762
496,143.888758415149,177.27553699950803
497,155.33602075484245,180.13222557033401
498,202.76238299559472,164.59123271871334
499,136.46949038153952,209.97213989314432
500,144.66725442275936,178.95597282317448
501,189.56551790495956,170.46760603166146
502,144.39756580604615,187.54907069232942
503,175.56843396324555,176.8622160564416
504,164.49786566146628,202.13845831949243
505,174.70002885661555,166.0130303552936
506,192.3479393791356,134.56176151526148
507,182.36279020197026,164.87091221001694
508,141.95036609491655,202.20414265829749
509,176.8032135114291,165.22983855269442
510,155.91277002536643,185.6799021747228
511,167.0729289889185,148.67773997155422
512,160.70657224897334,168.0993634363148
513,144.3633425074282,169.32568412503917
514,162.39818694352482,149.75796660671574
515,164.02837475180428,163.23536077810388
516,165.35711811213673,139.01357532224014
517,233.6121635355547,142.22145064710924
518,129.08161275685998,172.0810651728567
519,141.91268335864297,196.3491298493139
520,179.40605728678602,159.84701599474636
521,171.06919922050702,161.1897631807076
522,137.96260151869953,168.6584549741179
523,144.07271232667543,155.9786907499441
524,168.913373349859,138.58927813089448
525,146.9498949984412,131.5508713959818
526,172.22442601830733,163.36966523017838
527,135.75461165245486,165.24065764549854
528,188.0073271327364,168.04871349729873
529,178.93439846635982,154.39823028133105
530,157.91385557111172,179.46269514439516
531,165.85229238075664,178.93453104341114
532,129.47693044221936,160.11769403271336
533,150.53223172263316,188.47972771067919
534,173.8602172205024,128.1100699692457
535,148.20756188740017,119.05152094573083
536,179.0405806765164,143.0618463444487
537,201.35003012728626,192.99525889215346
538,153.98548760910464,166.30377440390845
539,188.03188987199545,169.82185294869237
540,181.34838501865738,131.62772774126225
541,159.02668463797056,153.27608830374894
542,146.95598050179862,150.6528709984753
543,189.58518061827758,181.82555243511652
544,215.1939932156524,133.21721079965133
545,160.58344457560457,145.61420170965977
546,175.64829998680256,234.4865441080362
547,140.96843741939543,162.7987545359043
548,177.3539656481118,122.31053007101374
549,184.89901955163822,164.0405881126783
550,179.63555380920113,159.56214658967554
551,145.3872878200173,143.38352139749435
552,167.36695721091675,122.25484408764035
553,183.6679963053127,191.24339364490004
554,172.0927762144546,144.30820104221658
555,178.99852962444137,133.54873442166704
556,170.70958232261825,163.28956506157036
557,143.0713996055714,129.85334582446637
558,174.4083375804673,186.43193490669816
559,190.91768758544973,179.11152048805334
560,168.46336322185675,179.40802462364044
561,181.7663712561054,182.4885286207779
562,169.24909646878416,173.77457810940857
563,172.31452673925176,151.87010397141688
564,149.48251411192626,138.28697872392172
565,195.21102938321954,170.34102343368926
566,201.5673156231741,184.8593696224375
567,157.369797924826,165.81502000013364
568,185.00937407053632,136.04787964104725
569,199.33897364112988,159.27684373439502
570,137.82812163245993,159.84583949095602
571,162.7901905370874,134.10882655183644
572,125.80216566634525,209.55842624719105
573,175.15183516087407,175.41001071928272
574,153.66916048224547,139.26547716709587
575,185.84573282299442,181.69856314936175
576,147.11370111174372,144.3008123568425
577,167.072054787007,173.51454469505563
578,202.17847833421658,158.4887526000839
579,167.96073598939054,131.14141751654563
580,160.25038396105748,191.70587669451217
581,143.093143185612,186.35567214688768
582,163.329371669613,144.379635147506
583,171.07048414357874,169.02315584619043
584,198.20428252678215,160.2158525703264
585,170.85559418797132,175.71005323631798
586,170.9857839643431,135.30352965423546
587,177.3781775484758,205.99714722881748
588,175.16103035179242,159.8031654117234
589,166.17584671490582,177.51643033679957
590,149.01395454284815,186.0075156437197
591,186.1053800190786,157.80811249170532
592,179.9704832888579,160.29619236639732
593,175.10725632002197,189.78340182875377
594,159.9214329993012,142.67670419099773
595,159.0215911180798,163.69306773255255
596,189.77432062183345,141.44238615122154
597,174.56042154134443,148.68441571119433
598,151.89003107264267,177.85549393540302
599,153.29081568921964,135.44436250363395
600,150.17747461959019,178.94781155121115
601,172.6581495984805,191.4187516293312
602,197.84192763681645,187.37322170266458
603,176.7699111000422,163.09086880222907
604,187.40381028034724,156.71359939741845
605,136.2557685307783,123.51186255588898
606,165.97044730765387,132.5622796647859
607,185.4677436064597,175.7169054244106
608,200.00095285342013,127.03130908461517
609,185.63854355757042,202.02822054645083
610,155.80689320942685,141.69019305686845
611,221.55600580220462,131.86096284408856
612,202.39268342571168,149.12993269681087
613,160.67572810418497,134.57051573283482
614,210.23206587643128,169.6111139093377
615,186.2683356750962,142.3492405502995
616,151.6728198654806,154.7196458557961
617,169.2960011710003,169.6671059269875
618,162.9906763923621,152.9447583510065
619,198.92306640810745,129.3646127490075
620,187.39516583699702,154.27724550781707
621,207.71044439241058,131.824276434735
622,155.22479473631577,133.71050083068957
623,152.243972747309,152.6598972088148
624,172.59925420744057,152.82895436054525
625,194.7824367068442,132.16277854940193
626,132.99645865997235,164.60984300420648
627,118.8451906983245,187.42615849955706
628,132.58943204286945,194.92852032910764
629,150.0557250720122,186.61688688065345
630,201.73002327326188,166.9223598569944
631,151.04572438706626,167.99045165682676
632,197.76115881855043,147.33699944223065
633,159.67705700861785,173.5045618941873
634,160.32807897774657,127.55193499468635
635,205.04607436662582,165.86350121749248
636,208.2068949135657,207.75009074018428
637,150.53633799339048,143.2744633659493
638,190.8846029791138,139.5846490435195
639,221.18981104455727,200.2223112939905
640,196.68512975328062,169.78186038077087
641,144.7300359348099,177.89762478576392
642,156.40441191778189,197.00428623638032
643,126.53835805254845,178.96267657837848
644,208.57401111881583,148.10504309952012
645,158.19300135461089,206.0618440534396
646,143.80388943357806,141.51084084788678
647,164.4972169809621,139.3845024396711
648,166.5035806966251,148.16402076414454
649,219.5909045086947,164.3748883055586
650,207.11888536985813,157.06653076035104
651,155.3393985839146,176.24934455481338
652,180.94190145242845,173.06813431422057
653,173.5997010466688,221.71284617124414
654,153.76951223385336,170.75003838116447
655,154.38964998233448,164.32818479899288
656,186.04076254733684,167.15769237027956
657,152.96231612053424,173.34852279246763
658,172.22352522910958,118.94765995068009
659,167.4142263186434,173.29837609938923
660,157.88345915830638,207.07264388793217
661,196.3875441707735,172.20668338443377
662,154.09293171291336,133.3591383223373
663,138.45028395154358,160.10506944542573
664,189.58795489423235,174.61664240490805
665,180.21185591400348,200.33928288230067
666,191.50451465145042,161.98517752008996
667,160.30564477598034,182.48634543760474
668,193.76957145097305,142.08985322988138
669,193.27779314734008,169.69707806694933
670,181.90162045091708,144.24797838958807
671,172.89518339070273,217.64604646522812
672,168.37056641135874,133.47731051376059
673,157.72358424340143,185.674914199607
674,188.41262127441192,151.3676428297094
675,172.23344539444028,199.7089108826091
676,173.93461936619923,209.47715795271296
677,159.113603319025,188.19761742334015
678,169.83349329235762,149.6091503231185
679,194.89142350707866,178.08410384727614
680,144.18876376272303,177.89999818224976
681,146.83933756284407,204.49021558372354
682,148.80050519480946,123.23182314020764
683,170.28880029462067,162.23133239251712
684,173.26827061314674,217.02808590652904
685,150.80984200065527,151.3291577735508
686,192.46152155389808,206.26507404679884
687,173.54565009333098,193.58294602387036
688,157.95184682313968,159.83095824462578
689,191.7424374068457,148.0694707208125
690,189.10482201283259,146.8809663083038
691,198.0356263253655,114.07740207281444
692,186.1827412607835,168.56786329315472
693,173.3652655938858,180.4497533527602
694,155.48249135779082,135.24509332836703
695,170.9893170469217,202.24406243900088
696,164.67917725141996,137.1927720340958
697,167.24045094533932,161.41247793405344
698,180.6823915036095,179.86135879306852
699,215.67746868014564,149.84292965261255
700,161.70040223509397,155.6276557603814
701,140.23826263342093,176.20691658792308
702,184.26631244820885,208.7172495818323
703,164.8563869893715,197.52985151196629
704,172.25867637722976,150.11568025805846
705,172.1869956653638,157.24963490511698
706,171.60946948603652,201.8763142899779
707,152.55459197816356,187.416165559037
708,184.34203657375278,174.62215634105786
709,157.48996564569583,137.70820472562906
710,164.90468941556964,181.52211389744429
711,109.37347735324005,187.17367839356368
712,194.98805002713928,186.26669440363878
713,193.78735151305062,116.65341062104679
714,167.79714962350283,160.7035434104246
715,173.87324200688354,185.5067692497032
716,172.3429291409834,149.57996932135967
717,158.70753020767336,180.24830509151198
718,175.90893814642286,154.36062886540398
719,181.38086714627755,181.83896777449874
720,184.84578462294712,169.8312501805974
721,141.795994822415,178.05235348254985
722,163.40268662418507,197.38334355986967
723,157.2556038574586,169.18630154296065
724,188.7989235353205,190.30436416752153
725,161.09609841412382,141.32695893787724
726,196.8962485394667,186.89028570298117
727,179.23680081490465,184.67653184874123
728,178.84203404951847,166.1043156804294
729,180.0309431530742,208.5889959438641
730,192.23335117351746,156.80091631776415
731,170.68887140770426,186.3474680161801
732,169.70173978363044,196.7722878156796
733,148.04774108969292,170.66033386283237
734,145.76255147768987,164.71631858592076
735,152.11022037920625,139.2078153436341
736,149.24635080006686,164.0690481449389
737,152.50386970752936,133.47358511540463
738,149.36120934967224,143.0233592544757
739,188.4719955722869,143.3659682961304
740,161.13419186147507,180.5485423690936
741,141.938539812303,174.2098882204401
742,188.7224411089986,175.41641384349262
743,176.38822354283462,122.718080477928
744,112.94288467300987,112.20330127727763
745,116.88333806299993,189.8480940550037
746,147.31474695350275,176.51386999973266
747,177.3039182622637,163.50354428265575
748,180.1878821814202,134.35450537939425
749,172.78457728626262,141.01046028310367
750,195.0389674134323,189.84176655353065
751,163.07109718598596,164.7649703482941
752,216.63853346157055,162.79505149872563
753,131.43889740958645,122.27300710050795
754,173.18944591959416,147.66712576322288
755,182.33902430650545,135.4729195265645
756,154.83900812948173,187.11328799773565
757,196.67850179551888,151.5910542430191
758,151.21394050012267,118.07700813845074
759,149.78225221502998,139.96792506495166
760,129.47970373741254,190.36736680098244
761,176.0890012647847,206.4382402330325
762,187.4298952720595,109.49814380705119
763,162.18133541852833,146.31036969796955
764,185.4367397905793,208.13853386417597
765,177.6100537527673,145.8645463576466
766,162.37330673858386,143.74728860620434
767,202.49359750651809,173.28922023296533
768,174.13201523364643,129.83399640483236
769,175.07676734168956,176.3094566278947
770,175.8771106995446,125.62049649996086
771,161.78697443111602,157.92921011078778
772,184.06575217088417,160.88792724662997
773,200.30875209135826,147.13259416876284
774,192.31638777194672,164.21886343744112
775,171.73270223833532,148.72510691501725
776,162.6148478662808,197.52069685067494
777,154.23895028904346,180.74239437679196
778,167.27105985026492,134.41000831597984
