,Unnamed: 0,esp,por,swe,fra
78,78,178.31834063562692,161.26063201960187,172.55082079046164,144.03673605108565
79,79,174.65839284607085,134.94910086091843,179.27211410790252,158.47329355834972
80,80,153.0450075332513,162.44111285150586,148.377492372723,167.93030370614366
81,81,186.4893855944221,206.26799771764783,197.83317585854968,153.28170910336556
82,82,185.11240939924824,175.06068749790924,199.03670177271485,134.86905037155555
83,83,164.8526736172606,146.10087571523292,152.690640331235,189.2388967462724
84,84,157.6109393575093,178.15992100655967,179.73703290850116,187.02661219424846
85,85,186.1627996062946,167.88466622407287,215.8032832993127,169.6244413659218
86,86,171.96853700335262,228.34739184290905,212.8346169896152,181.7681960012059
87,87,154.69293540439944,238.83711730231795,175.96248333635225,163.9603723048386
88,88,181.7360690890104,133.19475857747176,176.13695810463742,167.87859580433138
89,89,154.94740801694076,142.18549946712457,206.03047070648518,191.26987632661042
90,90,127.4766327996184,141.49754298152664,151.8406353671419,180.5917464548577
91,91,154.64096256970518,180.30164323334412,213.92163859661028,145.54516453337058
92,92,167.12398082767783,144.60752457409242,203.26973233293924,150.59955823041776
93,93,163.84266562035776,90.19172323788476,191.3709360310128,142.76666210379028
94,94,171.06411312208124,160.30753671235777,220.18874183442506,161.02735564656479
95,95,164.68995260144806,138.80225933572936,156.27699204843285,185.41434705685367
96,96,149.8757673364755,132.5087319312857,178.57665278963336,174.2437159850594
97,97,184.5554005998937,144.68853720315343,159.7320751662062,159.4367492233532
98,98,166.83992985191907,185.01930143932964,153.19227585593575,209.2908892995826
99,99,163.5452181258537,167.50894248632457,192.1356689640651,229.52114682193863
100,100,223.81980232256117,194.6659575218441,203.13175211675994,174.13234232343967
101,101,163.65788669462313,199.3427396202783,163.47780392637617,201.21527474931872
102,102,167.6410480297603,132.10850057656995,182.0619307752577,162.10559451332497
103,103,188.9844285956593,218.30949149982052,186.29327737277572,182.09732623370792
104,104,196.65079756924035,152.19453332176556,146.52977791466665,142.56427337617185
105,105,151.95471799134543,154.6185033462452,208.59552698057868,181.30322271715062
106,106,158.8620643896818,204.3471842757815,198.63591243557352,176.86968711259445
107,107,179.25645376234277,137.26666549973922,197.93417208726575,203.6227432286315
108,108,175.99792520020253,161.02471052319405,169.97225739484185,199.47919449562542
109,109,152.48550600270872,185.9355862816866,186.3104140599873,131.7617660067668
110,110,191.7081473598995,172.4923850279352,153.79756646442152,166.01248253134392
111,111,167.96129466528163,225.5889155601306,201.0205480509295,182.11548868184448
112,112,172.67429292045352,152.12722020255595,141.325082157969,188.38023164487777
113,113,168.2513790032506,141.5336103998001,198.3220242284906,162.71547716285374
114,114,198.91075170787508,204.93641002804452,222.59115935787918,190.77127786614116
115,115,161.43738782489666,151.04941448089843,173.14807022993736,180.83239126898565
116,116,192.5821896270416,139.1439180277659,200.17737148094457,174.1706626384999
117,117,173.66334027884884,133.29309680539058,194.92074748393804,172.8848031379915
118,118,171.56378179761126,183.26538759384425,193.39319481025834,140.68683264026626
119,119,167.9030228564483,173.0836644303033,195.52268381822552,183.9664962303326
120,120,167.80517904567225,191.00926478630055,155.696087763869,180.29535710692963
121,121,184.4553673863739,165.8956532196631,140.39723065618364,165.0146624626294
122,122,138.57952817629766,197.24293473243955,193.21511673224933,184.2595042356905
123,123,175.89277149366308,168.52175905419287,141.53810187182415,184.92960642333526
124,124,177.26034364870722,153.06861880745925,194.2056612423361,156.1162799220375
125,125,151.60641892680596,151.2746743580618,161.96097227082728,200.36544916495183
126,126,178.95168804075985,162.26382585421905,165.87594659915493,171.36239266714287
127,127,179.66505618636452,137.39837070030168,145.6673230944799,177.25475292565216
128,128,154.876591228224,218.02785088073463,219.22286784189725,172.86241276529267
129,129,224.1753601246555,196.22359981368743,189.1214430729124,183.9245781377506
130,130,156.58555939185064,151.06219695129317,169.91113780438852,173.0057662283721
131,131,158.258847320474,143.51416483520208,204.06766205354575,145.00318601675687
132,132,169.33942351411,115.43633450136645,177.457543049356,192.67672686554621
133,133,197.5979883760772,169.06532235206464,134.77886388481514,147.27800849550985
134,134,158.60748021814751,169.57559843751326,131.3399657991333,170.77496252453474
135,135,107.77070095000542,162.53782138541163,171.73463985021152,206.7306689060067
136,136,158.20735347412528,191.7463679556708,155.0144729190166,186.63103400503425
137,137,143.04002062275163,196.48127746671,155.22149789213222,185.43534762546875
138,138,153.81211770970538,151.98887219531457,216.4495403800006,195.12403950507698
139,139,162.31148745703243,178.09290306363306,218.7365879552854,218.64636976162285
140,140,175.92885348296622,186.55545219334329,162.04559278162637,154.4986551887027
141,141,164.2685034469031,159.60061411412752,157.95001027089722,167.2436166455067
142,142,158.65592900440475,115.01237279137,165.91444400119133,169.29089337293698
143,143,183.48099276678948,148.91021247959628,181.38644586286068,187.0860305615711
144,144,163.8995109668,119.2639829522667,207.76605134912037,169.52709006330326
145,145,153.9762550399285,138.97140014444088,143.47245336859925,136.69855612391785
146,146,214.59364225623773,118.38227571747724,198.614577207959,194.4788495836027
147,147,152.89308136760337,114.91363542201132,199.33820816178476,209.94494980382183
148,148,183.88817560312157,120.08859961906096,171.9143649289136,160.44104056482908
149,149,162.22041393648726,162.57784508988033,222.39230180222603,209.0169346019506
150,150,191.42971090187592,168.8068745208578,163.97759769653894,181.2684936721125
151,151,152.85897333706473,198.3958677074987,180.89415587641682,152.0352283403766
152,152,208.22322214550584,217.2918986318288,168.73970568095186,155.1920553667416
153,153,166.7734986225505,173.56487672452914,182.4404870412,198.75308229558678
154,154,152.87391503708596,156.5079278450266,177.45832761794009,164.85928690902819
155,155,175.58108037063224,181.73815466159743,193.69212638399534,180.89496946452198
156,156,174.88665941141133,162.09017677562323,140.91139194574248,181.2550302595149
157,157,172.6951879842524,152.1984491711761,177.40451846393213,179.04339671839068
158,158,191.7558718144581,210.5614421740995,157.1041645922355,182.9107758905296
159,159,176.36514491694342,135.51216937514633,164.2397165905294,163.51176383669096
160,160,169.21875245929158,158.7986847961943,202.5975257971878,165.6631428967772
161,161,161.44203087928028,162.5879838656422,165.0363977247619,159.32932594375748
162,162,193.48553941650155,149.61807083575354,163.73640740782713,181.95535035903646
163,163,154.36737433284824,176.89458446381968,194.15569208656973,192.7094508603378
164,164,170.78361179153973,172.82172213154598,141.68822714789428,183.30907694467948
165,165,186.1090499374103,127.00302516335708,199.00777859087836,185.782913307726
166,166,160.86240648273105,201.75854488420907,169.63078934493683,200.40260794413143
167,167,147.27000929484552,165.21133911824143,209.2223035174104,191.14419958921914
168,168,188.82826557767325,128.37956356834331,165.84351266723618,148.93124120572105
169,169,159.39612302629115,175.07269526031433,237.46262924972706,172.82890312727454
170,170,164.2821926470697,185.46268787379637,158.06860428549695,164.36257103891586
171,171,180.11051215865837,152.52651727805667,176.8057662333096,173.39828018260715
172,172,157.69996706606878,176.1910515509046,176.00481994213254,174.67441234372183
173,173,152.3646679699988,142.65415661191113,221.41586610400668,198.93087858596957
174,174,189.7642350805826,168.14423211013406,192.75627602792372,162.79091519494256
175,175,164.70242434352318,146.13374669712715,161.41972140060068,149.92222571360054
176,176,152.75602524415643,180.17045692914425,176.85000516931694,164.45698206068622
177,177,186.3128482850636,179.61017009001344,173.9905387656895,169.99082194265512
178,178,143.75030450625056,167.59826695687863,175.54424016679758,190.15036181991542
179,179,142.31272273828608,137.93189788126745,219.61241466188815,155.31347197337575
180,180,175.13457467714795,167.1434092573932,165.89743148570324,162.720999356966
181,181,203.0977305429911,148.90493405293503,138.14538227640344,162.71399210955462
182,182,156.43091376225522,179.18348519420914,183.56852506748518,138.11867080209765
183,183,193.14307187901787,156.12111142173887,161.10720824977966,134.93929817659165
184,184,181.0342757479214,160.75486492095877,246.56560348380015,182.7987269767469
185,185,203.83715877863563,171.28434844926178,172.23869873745667,177.4145943195445
186,186,165.57711395689597,209.8326346157468,212.0633388937847,177.09193807530116
187,187,142.840037617521,209.8743419021164,180.38822737257343,155.16367394763833
188,188,169.28911356554943,117.59555498152272,173.40923219349636,182.74940197783548
189,189,175.74955490432538,185.77829849504508,149.93697511840782,194.4638327443677
190,190,159.4958948289474,170.27061072170625,156.56423622889676,188.3390052952276
191,191,165.87150336452626,184.88091983600972,177.62425128357904,170.8281496811933
192,192,191.96210175752492,175.89361945669384,143.2127105987127,179.25950043563896
193,193,207.6566100525745,198.42977605727384,175.53211237799022,159.0504228302449
194,194,206.1485622527349,149.0752249354338,181.5299318697166,145.96672375502754
195,195,174.48365009011906,160.50762741131547,177.3184580902564,149.22846323760834
196,196,178.83211386506932,130.65925418953202,185.56645534529554,168.930807653854
197,197,130.3028404455995,172.8118119175747,154.08229056387287,222.5092022306074
198,198,172.4459044183725,186.9492593356778,179.72423265430368,189.3055765512361
199,199,147.60759296247613,217.80466093591764,176.19357385703287,175.1814905600403
200,200,139.75123948637665,122.25977966302074,206.9225331701153,187.93868676745473
201,201,143.25723565612958,172.1491890308583,182.0395508292851,146.59521320550562
202,202,192.58098832977103,170.6137641153038,198.30166727880032,197.25304750619904
203,203,180.43243214159963,163.62647554998065,178.6304876661714,155.4272600119151
204,204,174.278240107765,218.58600031761003,201.9165052344498,167.88937120677534
205,205,185.36209610945772,149.7529495184078,131.6834316773031,170.3617045753874
206,206,186.07499285182428,179.1243777974068,180.86656957424714,150.64023380039984
207,207,171.40672700245312,172.42312325667163,142.87573959625075,166.22324816336484
208,208,188.86581548958796,187.2994102453644,150.700484745254,129.541084985492
209,209,200.10347666131747,134.9705959848443,172.96057091866405,179.010538668856
210,210,195.5888836903592,183.3815472039861,176.10445848292076,143.926323662243
211,211,137.493353923794,175.90772789518235,161.26610782871134,134.9463434924566
212,212,178.08391998386966,127.0406168562706,232.30464843671302,190.49071370293802
213,213,174.8412742994431,185.79885061480968,185.84785689661132,208.8293461637298
214,214,174.69086913622897,186.6857512520405,139.39915863275962,150.07299190859354
215,215,209.02595499538404,123.63643502522226,130.95141066812926,168.72694192176743
216,216,192.2629397645545,157.53739084639412,190.79463832979658,176.46400923232045
217,217,167.351982807065,165.60674788929293,171.994354644915,144.30581049395516
218,218,166.80235525637485,151.6857765942084,229.56330978876713,168.07907630249676
219,219,174.54172262778212,193.4537703116967,156.5166317190003,129.71448225954833
220,220,158.90078409946523,190.1287657640137,183.93276671277687,172.434864185528
221,221,187.288868647172,186.9129187239949,192.0001187653316,196.56302076039665
222,222,125.58899862974825,169.46640048259306,214.16037826193354,179.40857793340888
223,223,146.93889205790106,159.99306023375286,121.96306154776505,182.78826619230915
224,224,177.7667473233703,181.28344833707723,180.85299375699248,164.80816637638978
225,225,168.74276782031663,151.30144552856513,144.46034971388266,129.0931884716798
226,226,137.27682787742393,202.8385785633145,197.1160487191871,182.1956526631142
227,227,185.59060774306263,187.0257738575933,204.33602328347968,167.01196846109102
228,228,174.3255002755736,138.48852259970317,188.545391165535,178.30027495924793
229,229,173.91122477278523,192.6507393838956,200.85296519357428,122.67502381191622
230,230,194.5502416629745,158.9906039520724,206.27877033949198,186.71164310748625
231,231,160.03058546081806,165.6450638931127,170.4781063323161,146.09232055450428
232,232,207.0589634404207,163.73450260764383,189.27890751764818,160.4230607116568
233,233,176.84066721920755,128.70198265313277,230.5348884674789,198.33747001068852
234,234,152.29459759587445,174.94774316807235,174.84592712313696,169.81341351190432
235,235,172.81771686356075,160.26486182787312,204.60437227550176,171.8706737437449
236,236,149.82941091273443,159.83102195672052,201.78922428239193,161.0990194925467
237,237,151.15812228869822,236.3451828618716,230.72869033507078,184.3573124469558
238,238,186.44227127586885,161.463011733319,157.55181254739196,177.22178162481853
239,239,191.2728531625176,166.4198307139594,214.39581188390628,145.1379719577093
240,240,160.78465560845282,141.0020779337779,157.2035533658765,179.79623175732763
241,241,173.01503456064293,162.50719481968295,208.7403238959217,171.10079562473817
242,242,188.3400389195201,167.84659204593726,180.11683419639752,165.40655271071074
243,243,192.21156001189004,196.29241011276136,168.27992916453815,168.9882628703356
244,244,155.68819091035422,160.84909685711057,133.41660926312042,154.84001567768743
245,245,198.9308461249915,163.33105755762415,128.84674679775722,180.5041075687789
246,246,168.64412680966134,163.37597935979818,165.15214971353942,171.37166215613635
247,247,164.13029674683114,172.74872864930285,198.49859132029192,193.59996144439884
248,248,149.86452101718373,211.7783307291856,207.74007079203793,188.8554158513228
249,249,162.56571178475824,208.80101231959583,196.9636206148622,162.73913051071568
250,250,162.82160308049998,161.7247632212723,222.01433347210858,139.35964225721682
251,251,174.22958732771647,201.4658834012688,223.1119822808243,158.81105236553512
252,252,127.882891611236,179.96489379929446,196.2882071066279,165.21425146106128
253,253,181.7045461338744,183.03798155829705,197.12697635985649,131.04678368527635
254,254,169.62923992293165,178.38747193340484,160.76003052325305,177.482339287853
255,255,146.6609359292075,155.41583483546398,205.92991145498965,191.987868510167
256,256,161.91084366606756,190.88931935389263,221.4826883303538,164.57005860813848
257,257,148.4722331501583,128.99414884414165,211.04856155073853,158.4656595305371
258,258,149.54393003328153,136.43548490475644,167.16540947814994,173.9017456708385
259,259,201.9839439700492,142.0401414582888,235.24368993802543,159.3725161484796
260,260,195.08611181534255,157.31423028728673,194.2247355248178,178.8631031887081
261,261,182.52820021981543,153.1848547334863,181.72513559700292,171.52037881127762
262,262,195.5889382009302,113.12386675293284,191.5986199506406,182.4777872003467
263,263,158.44879340227556,187.67492585731847,163.2611212931575,160.26078289244373
264,264,172.42800099722066,174.90178619930043,160.97904880444295,200.91779656161017
265,265,181.12918040537272,155.96060804118784,213.3162223660961,163.28244073516163
266,266,142.97894465680636,118.02470117933444,158.2759718231485,126.45256186001488
267,267,188.04341914190124,166.61524644444393,194.9995881134552,185.46956143630433
268,268,147.8176089471421,169.16351391262273,195.00311855996992,157.59804201163516
269,269,192.06989650836903,183.99415934964983,211.92616712863617,162.97151414304025
270,270,172.98984838192544,191.72622312801727,163.07795842819093,173.7141459089438
271,271,154.12271667650222,179.6068856639665,192.08873526945544,159.80631078050226
272,272,176.4663172765961,184.25741393641016,152.16418338588704,148.5307300224609
273,273,196.68904985077816,212.3668267287584,190.283793690376,175.59302400677532
274,274,171.70886384896903,207.2182419895555,195.34673958504837,201.26378345634086
275,275,175.12162164034984,177.72090414058553,153.99781452740604,150.82514656194326
276,276,223.83220663515857,197.98393175871396,117.34623550693001,188.7084044084726
277,277,165.92031819022515,153.58028386190816,202.94200971243018,167.56508675800163
278,278,170.45130317999613,143.38838521135244,201.64861495025204,175.16906339471007
279,279,160.70758125259357,188.87425280994248,186.7222681154581,183.85816517283135
280,280,181.10018892298888,203.8347602786322,142.48210172254582,157.22061500546434
281,281,151.1967739483299,167.80636180877386,236.70436993767999,153.69966529897903
282,282,168.8433958931209,186.90094645392048,201.54450979178768,185.27773309359736
283,283,139.7511884593002,135.27206138608466,171.8417525184289,181.90366842073493
284,284,158.70439207079448,182.0213501358954,196.28576706655568,179.5524655228217
285,285,142.80265525512812,138.07818164128872,143.93270939760413,132.87267499472966
286,286,173.34724050168293,159.26615407037062,200.84182310444078,140.60080555779163
287,287,163.8889380283151,205.57615130047495,160.37630040264173,164.0317106480193
288,288,161.17093568239898,161.6517619173705,167.86750883745276,212.70186472904544
289,289,180.3312231985753,155.2894144170689,166.44042063671242,127.67169721212987
290,290,182.04161875023163,170.41258702567248,193.12999181935297,145.63178834534563
291,291,142.78648267139175,171.14980426250784,166.0110405142419,192.64933985459092
292,292,154.17913682351423,175.346563339382,237.73403989908095,187.931347848348
293,293,177.24301834147954,161.14701783856088,172.20611026685447,181.9699861406827
294,294,148.2949809204301,148.2520517604047,221.9603606370706,153.47879810716978
295,295,186.0829344242906,143.76358412979394,129.16124366940818,170.44414610066156
296,296,158.694203691027,158.04910635402152,189.2397210740977,164.78380369199039
297,297,200.71010990230437,134.08206522459588,153.46187518943168,180.48021260877616
298,298,134.3535618332738,138.37135265988042,173.89934845456224,184.1230931810206
299,299,151.61507682843575,140.4907928456641,182.8252451612607,156.5168041624504
300,300,180.987289795143,172.939232500056,179.18076485381727,155.67470830059514
301,301,133.5956842124593,176.4026143583284,163.09344930631678,157.6374327362802
302,302,166.7139538913968,165.8197531856642,161.83460349905334,171.82076511340486
303,303,200.26269399352705,190.1865720922403,204.34384522508253,187.06961804872785
304,304,166.69226325381254,133.29773877039548,172.671586661492,139.8860785678518
305,305,151.14989704505598,161.52249126166075,232.2404721860939,167.59631771295236
306,306,190.10178647980308,152.5289346532047,173.3618294111362,170.61889192939722
307,307,148.33533583798837,167.82360202024165,158.3546781156956,215.57149219860258
308,308,151.67501318739903,193.7687396845252,139.7342404477831,159.25404001650404
309,309,187.6078762414115,153.32401600129242,152.02848156016626,191.96003682627435
310,310,191.44097026491545,180.2115609505832,202.40597098710802,185.5160986578156
311,311,140.72349084158316,175.4463817695002,198.4683283713378,146.23945298697976
312,312,181.88470988246416,139.60142398857047,172.29391075417033,191.20281378416263
313,313,175.58527782120223,145.33290610498142,164.7902875911582,189.09166618259127
314,314,201.7863250985162,191.62084123252785,189.4360235924531,182.7061100897794
315,315,162.82132510769912,122.5559287294346,185.60613176879153,187.97158942035958
316,316,177.1673703101738,131.28506294634738,193.82628809013232,181.456829460152
317,317,170.223701673454,158.7693068263273,236.86169298871135,194.53266472268328
318,318,184.682555983562,194.54677819823047,208.06722820775403,174.53792632326648
319,319,182.8900199241538,175.46785173016727,182.12686810456833,151.75621022066588
320,320,205.9968111403115,146.8136183756189,188.25482274712675,196.65515478682346
321,321,149.15045177494758,185.72196606471095,209.73624958960318,148.70441908548804
322,322,159.99779560659636,179.132377558373,164.55147926805157,173.56344588015693
323,323,200.48448443252988,153.18137093440578,204.2313581843137,169.42207337335878
324,324,168.2352625641188,141.031755333378,242.76797813813204,196.97305191062665
325,325,184.8854271467657,158.59443186791367,147.57564448592854,178.39827377295774
326,326,169.36783001946077,128.85720150233516,166.8349952332385,165.9612296970843
327,327,152.58174773502233,165.7769315437531,201.38636236904145,165.06767185034832
328,328,185.5722025113552,120.18634413861017,234.8552962530452,157.5878491251223
329,329,171.37613647212692,127.36535908584476,237.43425934270098,166.5484668859261
330,330,176.69142788042126,182.67508644512355,179.09377836047733,178.61964355275668
331,331,164.8057680641485,155.51786210961532,155.79610039754343,160.39855820322106
332,332,165.40899040363166,160.48423977466308,206.3422184575041,131.42321529087758
333,333,193.2470854280721,143.08919935876227,167.4503719323218,167.44085196406272
334,334,163.36581813386272,139.50868150289978,203.63039710435953,159.5146154544431
335,335,171.2515844576571,133.56947060654335,166.410501715754,196.07124504326183
336,336,165.42493372923082,157.17182176345008,142.95074370483118,205.47109920254627
337,337,149.11361468422032,192.34826834164824,120.2812755869121,177.78848448553154
338,338,165.89106325053,143.8013947448828,155.18256781605336,162.60661644116266
339,339,189.04649037530248,153.68113894243484,164.74309996291427,164.20997028386174
340,340,151.9090471096592,127.88944079367737,208.63219573449052,157.6483452917628
341,341,146.85779027535068,170.88711156067296,206.5169030147124,150.8796423575945
342,342,177.8939872584653,168.31653304952258,175.27812249923838,217.43808849251218
343,343,185.76600855618108,162.9519950469488,236.2279089197754,196.45960150916738
344,344,193.75578938458528,159.08513808032868,218.35584129387496,186.76205004200017
345,345,165.90829183555817,126.67386327018454,187.60279654808593,180.60322804215252
346,346,173.96803990413537,172.6348481569929,194.89170658545947,165.1842970993208
347,347,147.81024715173913,186.0142383722288,129.46748483112412,171.95107626863197
348,348,169.83273694250508,172.94460536082482,194.199593957847,175.1085052629326
349,349,151.7257530555255,191.214156846182,157.13998035996693,133.8526297621257
350,350,175.3029045590881,220.36200984658316,167.10373014594737,178.57197402392455
351,351,167.44621932057697,191.7535685081232,168.6943051979686,165.03281617345934
352,352,181.8013512385587,129.89935855079915,168.30983421730858,126.92876653591838
353,353,156.5166064005923,214.10495776031,152.6498120662774,172.3334570922312
354,354,172.12068568642997,176.02546532383317,165.60551403006028,173.23098442760931
355,355,167.18958404552566,144.95094159531368,204.97271714167195,183.3206673599405
356,356,154.97771507403135,134.84564519175103,186.0118701933066,154.56096128632407
357,357,130.11212796709725,155.4766241657824,172.9737370789434,161.3195375467122
358,358,196.1179591965556,188.83027479737848,209.8470105628392,181.2641136710587
359,359,148.5647798557588,198.1415075295698,136.09095033702985,129.41071415435707
360,360,161.100095903563,118.53653591960231,158.3022844228003,164.77719886042794
361,361,167.85792554065046,190.84131808374497,177.49295665440357,166.983313209081
362,362,182.30772127200595,190.37906894221263,217.19968450874921,183.81289372047095
363,363,162.60067217233973,209.5331379472233,198.07829202008463,155.51960115379936
364,364,185.34525217118096,186.83617807453072,186.13842716681586,167.5437964571167
365,365,181.8356748738232,182.57921958584413,189.86835416185784,150.6576376586252
366,366,162.09402134585105,211.9570492710284,143.5248285090948,154.35712215956548
367,367,159.8156360910342,181.74732092255013,201.59808090481962,175.53643795426711
368,368,184.60065040878368,162.55233161608768,194.73071306928045,162.1612977421633
369,369,176.48641283593665,120.4920147819648,176.2155289313683,160.84356713047688
370,370,190.8244308201395,175.93111759943818,183.17934420955768,159.0699411694702
371,371,186.36507894063575,162.20791208559064,169.41344675829006,175.5208839373115
372,372,144.56882249471315,183.3720424276077,219.8720517265774,146.13025756545585
373,373,154.6428136550943,163.95598056736338,226.29412903720095,162.80084829113628
374,374,189.9967917810555,137.18028876200793,186.5964533509437,165.33902310629722
375,375,156.0153321445201,132.52770894721647,179.72561719085542,140.27796865171993
376,376,168.03960404364037,133.8235065646133,175.23844015579547,126.65966233678729
377,377,173.35990719912115,149.57374750682408,197.8533538368248,155.85833691175483
378,378,153.33673832012622,171.6318448213871,172.12983310452856,154.76825910748403
379,379,188.3726579176273,142.16734449728045,220.19590512642174,178.89558844128166
380,380,144.50950064605587,217.74699227991024,210.10098129845196,183.2537126716668
381,381,163.90391366269353,155.4605772809416,200.68780814133774,141.66307054394042
382,382,173.37204432529086,158.06892056581893,206.4547387320818,200.15845531533563
383,383,170.74133438216234,201.18191546929592,209.31580652056394,184.6048468442719
384,384,159.03017112398825,140.898962155434,187.78340984105984,185.09490538810937
385,385,151.47525152545956,159.7297646458647,155.70572992367403,161.42431512216885
386,386,185.52031555348367,158.15357034855313,194.89809233297618,171.1214174372685
387,387,184.61805344009883,168.3221214439264,173.65243433852572,170.40385797315471
388,388,163.40412183831495,210.24256007342484,180.8873100764075,163.8234767120499
